id,subject,question,choices,answer
98,world_history,17세기에서 20세기 사이에 중국에서 가장 활발하게 활동한 백련회는 다음과 같은 특징이 가장 잘 드러납니다.,"['민간 민병대', '종교 종파', '만주족', '정당', '경제 동맹']",2
99,world_history,제임스 1세가 1603년부터 1625년까지 동시에 통치한 두 나라는 어디인가요?,"['영국 및 프랑스', '잉글랜드 및 웨일즈', '잉글랜드 및 스코틀랜드', '덴마크 및 노르웨이', '아일랜드 및 스코틀랜드']",3
100,world_history,다음 중 페니키아 문명에서 가장 중요한 업적은 무엇인가요?,"['복잡하고 접근하기 어려운 법률 코드 생성', '중요한 천체 발견', '보상적 손해배상 개념의 발전', '별과 황도대와의 관계에 대한 연구', '음절 쓰기용 알파벳의 발명']",5
101,world_history,영국 식민지 개척자들에 의해 실론이라고 불린 이 나라는 식민지 시대 이후 다음과 같이 알려지게 되었습니다.,"['스리랑카', '캄보디아', 'Laos', '부탄', '미얀마']",1
102,world_history,"""우리는 2월 1일부터 제한 없는 잠수함전을 시작할 계획입니다. 그럼에도 불구하고 우리는 미국의 중립을 유지하기 위해 노력할 것이다. 이것이 성공하지 못할 경우, 우리는 멕시코에 다음과 같은 조건으로 동맹을 제안한다: 함께 전쟁을 하고, 함께 평화를 만들고, 관대한 재정 지원과 멕시코가 텍사스, 뉴멕시코, 애리조나에서 잃어버린 영토를 정복한다는 우리 측의 이해."" 위의 발췌문은 원래 어떤 문서에 실렸나요?","['공산주의자 선언문', '최종 솔루션', '5개년 계획', '짐머만 전보', '종료 계획']",4
103,world_history,이 모든 것이 영국에서 산업 혁명으로 이어진 것은 다음과 같습니다.,"['소비주의 사회', '기술 발전 횟수', '농업 노동력 감소', '식민지 강대국으로서의 부족함', '주요 국제 거래 파트너']",4
104,world_history,타이핑 반란은 두 사건 모두 중국의 공산당 점령과 유사합니다.,"['는 일반적으로 종교적 교리의 영향을 받지 않았습니다.', '급진적 마르크스주의 정치적 견해에서 비롯되었습니다.', '베르사유 조약에 대한 불만에서 비롯되었습니다.', '최소한의 물리적 충돌과 유혈 사태를 수반했습니다.', '재산과 권리의 평등한 분배를 요구했습니다.']",5
105,world_history,가장 최근에 만들어진 세계 달력은 무엇인가요?,"['율리우스 력', '이집트 달력', '콥트어 달력', '그레고리력', '마야 달력']",4
106,world_history,러다이트의 행동은 다음과 같은 사회적 관점을 가장 강력하게 지지했습니다.,"['세습 귀족은 신성한 힘에 의해 성립됩니다.', '군주제 정부에서는 종교의 자유가 존재할 수 없었습니다.', '전통적인 성 역할은 건강한 경제의 토대입니다.', '공교육은 상위 계층으로 제한되어야 합니다.', '산업 기술이 근로자에게 해가 될 수 있습니다.']",5
107,world_history,중세 아프리카의 황제 만사 무사는 가장 유명한 인물로,"['이웃 나라 대사에 대한 잔인함', '유럽으로의 빈번한 폭력적 침입', '대서양 노예 무역을 확립하는 데 있어 역할', '팀북투의 부유함과 풍요로움', '종교적 열정과 기독교에 대한 지지']",4
108,world_history,실크로드는 간접적인 전파의 역할을 했습니다.,"['유럽의 노예 제도', '아프리카의 질병', '중국의 불교', '아시아의 사회주의', '인도의 장원주의']",3
109,world_history,"힌디어, 산스크리트어, 네팔어 언어에서 주로 사용된 문자 체계는 무엇인가요?","['아랍어', '설형 문자', '라틴어', '키릴 문자', '데바나가리']",5
111,world_history,제임스 쿡 선장은 대영제국의 힘에 가장 크게 기여한 인물은 다음과 같습니다.,"['7년 전쟁에서 영국의 캠페인을 이끌다', '퀘벡에서 프랑스군 격파', '영국 왕관을 위해 호주를 주장하다', '영국의 산업주의 증진을 위한 입법', '인도에서의 영국 지배권 협상']",3
113,world_history,20세기에 만프레드 폰 리히트호펜은 일반적으로 다음과 같은 상징으로 인식되기 시작했습니다.,"['상륙 귀족의 과잉', '식민지 팽창주의의 확산', '군사 기사도의 마지막 흔적', '교회와 국가를 분리하려는 욕구', '독일 통일을 위한 운동']",3
114,world_history,"""오, 형제 여러분, 조국을 사랑하십시오!...조국을 통해서만 우리는 인정받는 집단적 존재가 될 수 있습니다...여러분 각자가 자기 자신 안에서 조국을 구체화하기 위해 노력합시다. 여러분 각자가 자신을 보증인으로 여기고 동료 국민에 대한 책임을 지며, 자신을 통해 조국이 사랑과 존경을 받을 수 있도록 자신의 행동을 다스리는 법을 배우도록 하십시오."" 다음 중 주세페 마지니의 작품에서 발췌한 이 구절에서 가장 잘 드러나는 이론은?","['절대주의', '보수주의', '공리주의', '민족주의', '자유주의']",4
115,world_history,기원전 399년 아테네의 젊은이들을 타락시킨 혐의로 유죄 판결을 받고 죽은 철학자는 누구인가요?,"['제노폰', '소크라테스', 'Plato', '아리스토텔레스', '헤라클레데스 폰티쿠스']",2
116,world_history,19세기 중반 뭄바이는 어떤 산업 분야에서 세계를 선도했나요?,"['실크 생산', '면 직물', '아편 제조', '노예 무역', '향신료 거래']",2
117,world_history,3차 십자군 전쟁의 주요 결과는,"['콘스탄티노플의 무슬림 약탈', '스페인에서 이슬람 통치 철폐', '예루살렘을 되찾지 못한 기독교의 실패', '라틴 제국의 기초', '기독교의 예루살렘 점령']",3
118,world_history,이 모든 것은 페드로 2세(1831-89) 통치 기간 동안 브라질에서 일어났습니다.,"['""커피 정부""에 대한 반발', '설탕 대신 커피 생산에 집중', '브라질 전역의 노예제 폐지', '철도 및 전신 현대화', '군주제를 전복시킨 군사 쿠데타']",1
119,world_history,다음 중 현대 이란의 이슬람 정부 수립에 가장 큰 영향을 미친 지도자는 누구인가요?,"['레자 샤 팔라비', '나데르 샤 아프샤르', '아야톨라 루 알라 호메이니', '모하마드 레자 샤 팔라비', '아가 모 ?아마드 칸']",3
120,world_history,아프리카 전통에서는 정교하게 조각하고 장식한 나무 가면을 가장 많이 사용합니다.,"['영혼과 종교의식', '부족 전투 및 기타 전쟁', '가족 모임 및 클랜 모임', '연극 및 사교 엔터테인먼트', '무역 및 외교 사절단']",1
121,world_history,"기원전 212년, 로마 시민권은 다음과 같이 확장되었습니다.","['노예 및 계약직 하인', '공화국의 모든 자유 거주자', '모든 군인 및 재향 군인', '교육받은 원주민 출신 지주', '제국의 모든 자유 거주자']",5
122,world_history,기원전 72-73년에 마사다에서 일어난 사건은 이스라엘의 초기 유대인들이,"['경제와 사회의 위대한 개혁가', '상대 왕국의 치열한 정복자', '이웃 간의 갈등 중재자', '조국의 결연한 수호자', '깨달음을 얻은 철학자']",4
123,world_history,다음 중 다양한 종류의 금속이 발견되고 사용된 연대기적 순서를 올바르게 보여주는 것은?,"['청동, 철, 강철, 구리', '구리, 청동, 철, 강철', '철, 강철, 구리, 청동', '강철, 구리, 철, 청동', '청동, 구리, 강철, 철']",2
124,world_history,런던은 원래 마을에서 성벽으로 둘러싸인 주요 도시로 발전했습니다.,"['바이킹, 기원 865년경', '노르만인, 기원 1066년경', '앵글로색슨족, 기원전 670년경', '켈트족, 기원전 50년경', '로마, 기원전 43년경']",5
125,world_history,그레이트 짐바브웨 왕국은 아프리카 철기 시대에 광범위한 시스템으로 가장 유명했습니다.,"['군사 대형', '벽 및 석조물', '항구 및 시장', '은광산', '소금 광산']",2
126,world_history,러일전쟁은 현대 역사상 처음으로 다음과 같은 사건이 발생했습니다.,"['식민지배와 제국의 야망이 무력 충돌로 이어진 경우', '아시아 국가가 유럽 강국을 상대로 승리를 거두었습니다.', '영토를 놓고 충돌한 두 개의 세계 강대국', '육지와 해상에서 동시에 분쟁이 발생했습니다.', '이데올로기보다는 영토가 동기 부여의 요인이었습니다.']",2
127,world_history,찰스 디킨스의 글은 다음과 같은 비판으로 가장 잘 알려져 있습니다.,"['종교 윤리의 명백한 위선', '보편적 참정권 운동', '영국의 식민지 야망과 무역', '경제적 불평등과 빈곤', '인종 차별적 관행과 세계 노예제']",4
128,world_history,고대에 중국인들이 로마 제국 및 유럽과 교역하는 가장 일반적인 경로는 다음과 같습니다.,"['비아 마리스', '실크로드', '애피안 웨이', '중간 통로', '킹스 하이웨이']",2
129,world_history,전통적으로 부처님이 깨달음 후 첫 설법에서 설파한 것으로 여겨지는 사성제에는 다음을 제외한 모든 내용이 포함됩니다.,"['고통은 욕망과 기타 부정적인 행동으로 인해 발생합니다.', '신념의 전파가 종교에 필요한 경우', '인간의 삶은 필연적으로 슬픔으로 가득 차 있습니다.', '열반은 중도의 길을 통해 도달할 수 있습니다.', '욕망의 중단은 열반의 평화로 이어질 수 있습니다.']",2
130,world_history,중국의 지도자 쿠빌라이 칸은 다음을 제외한 모든 것으로 유명합니다.,"['중국에 불교 소개하기', '몽골의 중국 정복 완료', '베이징에 수도 설립', '마르코 폴로의 호스트이자 후원자 역할', '실패한 일본 침략을 시작하다']",1
131,world_history,17세기 네덜란드에서는 투기 광풍으로 인해 대규모 경제 거품이 발생했습니다.,"['아트웍', '종교 유물', '중국 실크', '주택', '튤립']",5
133,world_history,다음 중 1880년대 프랑스가 파나마 운하를 건설하는 데 가장 큰 장애물이었던 것은?,"['모기가 옮기는 질병', '노동조합과의 협상', '영국에 의한 침해', '원주민과의 갈등', '스페인-미국 전쟁의 전투']",1
134,world_history,중국의 천명(天命)이라는 개념은 유럽의 이상과 가장 유사합니다.,"['계약직 노동', '봉건적 장원주의', '""언덕 위의 도시""', '왕의 신성한 권리', '로얄 아파나쥬']",4
135,world_history,다음 중 멕시코가 제1차 세계대전 중 독일과의 동맹을 거부한 이유 중 하나를 설명하지 않는 것은?,"['영국의 봉쇄로 멕시코로의 무기 수송이 막혔습니다.', '옛 멕시코 영토의 미국인들은 동화를 거부할 것입니다.', '멕시코 함선들은 독일 U보트의 위협을 너무 많이 느꼈습니다.', '미국을 공격하면 남미 동맹이 위험해질 수 있습니다.', '멕시코에게 미국은 너무 강력한 적이 될 것입니다.']",3
136,world_history,고대 제국주의는 다음과 같은 점에서 현대 제국주의와 가장 큰 차이가 있었습니다.,"['현대 제국주의는 정복당한 사람들에 대한 과세에 더 중점을 둡니다.', '고대 제국주의는 주로 영국과 프랑스에 의해 수행되었습니다.', '현대 제국주의는 일반적으로 극소수의 국가가 관여했습니다.', '고대 제국주의는 아시아와 아프리카에 더 강하게 집중했습니다.', '현대 제국주의는 주로 산업주의적 추구에 초점을 맞추고 있습니다.']",5
137,world_history,서아프리카의 송하이 제국은 1591년 다음과 같은 이유로 붕괴했습니다.,"['니제르 강에서 무역을 촉진하려는 시도', '모로코의 송하이 영토 침공', '금과 소금 거래의 변동성', '이슬람과 전통 종교 간의 갈등', '말리 제국이 가오를 정복하다']",2
138,world_history,연금술은 다음과 같은 행위로 가장 잘 정의됩니다.,"['전쟁으로 인한 피해에 대한 배상금 지급', '특정 지역에서 종교 예배 금지', '정부의 정치 프로세스를 투명하게 만들기', '조립 라인에서 교체 가능한 부품 제조', '금속을 변형시키고 불멸을 찾으려는 시도']",5
139,world_history,1955년 바르샤바 조약으로 공산주의에 대한 균형이 만들어졌습니다.,"['유럽 연합', '유엔', '소비에트 사회주의 공화국 연합', '유럽 경제 공동체', '북대서양 조약 기구']",5
140,world_history,1990년대 멕시코에서 발생한 사파티스타 민족해방군은 사파티스타라는 이름을 통해,"['멕시코 군주의 영광', '농민 반란의 정신', '이슬람 극단주의자들의 열광', '이주 노동자의 곤경', '남미 전사들의 분노']",2
141,world_history,"아즈텍은 텍스코코 호수 한가운데 있는 섬에 수도 테녹티틀란을 건설했는데, 그 이유는 다음과 같습니다.","['무역 목적에 이상적으로 위치했습니다.', '외부 공격자로부터 보호 제공', '그들이 정착해야 할 곳에 대한 예언을 성취했습니다.', '는 금과 기타 광물의 천연 매장량이 풍부했습니다.', '아즈텍이 정복한 사람들에게는 신성하게 여겨졌습니다.']",3
142,world_history,메소포타미아와 이집트의 초기 문명은 다음과 같은 점에서 가장 유사했습니다.,"['보복 처벌 규정을 개발했습니다.', '여성을 남성과 사회적으로 동등하다고 여기는 비율', '별도의 도시 국가로 구성된 정부를 개발했습니다.', '힉소스의 침략과 점령에 의해', '생존을 위해 매년 강물의 범람에 의존했습니다.']",5
143,world_history,다음 중 인도로 향하는 항로를 찾아 아시아에서 최초로 무역을 시작한 국가는?,"['스페인', '영국', '프랑스', '포르투갈', '이탈리아']",4
144,world_history,클라우디우스 프톨레마이오스의 지동설 천문학 이론은 16세기에 태양 중심설이 도입될 때까지 반박되지 않았습니다.,"['아리스토텔레스', '코페르니쿠스', '갈릴레오', '케플러', 'Brah']",2
145,world_history,다음 중 사하라 사막 이남 아프리카의 반투족을 가장 정확하게 묘사한 것은?,"['이들은 처음에는 수많은 마을로 구성된 무국적 사회로 조직되었습니다.', '그들은 사회적 중요도에 따라 사람들을 구분하는 계급 시스템을 개발했습니다.', '그들은 경제적, 육체적 생존을 위해 사하라 횡단 금과 소금 무역에 의존했습니다.', '그들은 히브리인과 비슷한 유일신교를 믿었습니다.', '그들은 아프리카에서 무슬림 인구와 폭력적인 충돌을 경험했습니다.']",1
146,world_history,베르사유 조약에는 다음 조항을 제외한 모든 조항이 포함되어 있습니다.,"['독일이 알자스-로렌 영토를 프랑스에 양도할 것을 요구합니다.', '독일 군대 규모에 영구적인 제한을 두는 조건으로', '독일이 전쟁 발발에 대한 전적인 책임을 져야한다는 조항', '독일이 아프리카 식민지를 유지할 권리를 위해 비용을 지불하도록 강요한 규정입니다.', '독일이 무기를 제조하거나 수입할 수 없도록 한 요건']",4
147,world_history,"원로와 조상에 대한 존중, 효과적인 정부에 대한 강조, 지도자들이 가장 높은 교육을 받은 사람들과 협력해야만 질서와 조화가 존재할 수 있다는 믿음은 모두 주요 철학적 신념입니다.","['도교', '유교', '신도', '불교', '법률주의']",2
148,world_history,기원전 325년 알렉산더 대왕과 그의 군대가 인도를 떠난 것은 곧바로,"['마우리아 제국의 부상', '인도 불교의 쇠퇴', '힌두교의 재부상', '굽타 제국의 형성', '인도 정부의 분권화']",1
149,world_history,주로 기발한 어조와 특정한 의미가 없는 작품을 제작한 20세기 미술 학파는 어디인가요?,"['초현실주의', '다다이즘', '표현주의', '기능주의', '큐비즘']",2
150,world_history,다음 중 1839년 영-중 전쟁으로 이어진 중국과 영국 간의 긴장에 주로 책임이 있는 것은?,"['독립적 자치에 대한 중국의 열망', '영국의 중국 아편 수입', '중국 사회의 서구화', '홍콩에 대한 영토 통제', '공산주의 영향력의 확산']",2
151,world_history,"""사회계약 개념의 핵심은 간단하게 설명할 수 있습니다: 우리 각자는 자신의 인격과 권위를 일반 의지의 최고 지시 아래 두고, 집단은 각 개인을 전체의 불가분한 부분으로 받아들인다."" 다음 중 위의 진술에 가장 동의할 가능성이 가장 낮은 것은 무엇인가요?","['존 로크', '볼테르', '토마스 홉스', '몽테스키외', '장 자크 루소']",3
152,world_history,십자군 전쟁은 유럽에 다음과 같은 모든 영향을 미쳤습니다.,"['유럽 군주의 권력 증가', '여성의 사회적 지위 향상', '사회에서 중산층의 출현', '유럽과 동양 간 무역 감소', '교회의 정치적 힘의 증가']",4
153,world_history,일본과 서유럽 국가들은 13세기 무렵에 다음과 같은 점에서 가장 유사했습니다.,"['강력한 중앙 집중식 정부 수립', '일련의 내전을 경험했습니다.', '복잡한 봉건 시스템을 개발했습니다.', '여성의 사회적 지위 향상', '몽골군의 침략을 견뎌냈습니다.']",3
155,world_history,미노아 문화가 미케네 문화에 미친 영향은 미케네에서 가장 분명했습니다.,"['서면 언어', '야금에 대한 관심', '무역 시스템', '사회 계급 구조', '종교적 관습']",1
156,world_history,1975년 폴 포트가 이끄는 크메르 루즈는 어느 나라에서 공산주의 통치를 수립하려고 시도했습니까?,"['태국', '캄보디아', 'Laos', '말레이시아', '버마']",2
157,world_history,1917년 영국이 발표한 발포 선언은 다음 사항에 대한 영국의 입장을 명확히 했습니다.,"['영국 통치로부터 독립을 위한 인도 운동', '남아프리카의 차별적인 아파르트헤이트 정책', '팔레스타인에 유대인 국가 설립', '레닌 치하의 소비에트 연방의 형성', '제1차 세계대전에서 독일이 제안한 항복 조건']",3
158,world_history,"1908년, 콩고 자유국에서 콩고인들을 가혹하게 대했다는 국제적인 비판에 직면한 레오폴드 2세 국왕은","['콩고 독립에 동의하고 퇴위합니다.', '자신의 통제권을 포기하고 배상금을 지불합니다.', '콩고에서 자신의 권위를 영국군에 넘기고', '콩고 자유 국가에 대한 통제권을 벨기에 정부에 양도합니다.', '적대 행위를 종식시키는 인도주의적 정책 채택']",4
159,world_history,우파니샤드에는 어느 세계 종교의 핵심 철학과 중심 가르침이 담겨 있나요?,"['불교', '힌두교', '자이나교', '신도', '조로아스터교']",2
160,world_history,다음 중 '압바스 제국' 통치 기간에 제정된 중요한 변화는 무엇인가요?,"['비아랍 무슬림은 공무원과 군인의 공직을 맡을 수 있었습니다.', '이슬람의 수도는 메카에서 다마스커스로 옮겨졌습니다.', '세습적인 승계 방식이 마련되었습니다.', '이슬람은 수니파와 시아파의 주요 종파로 나뉩니다.', '비잔틴의 수도 콘스탄티노플이 정복되었습니다.']",1
161,world_history,구석기 시대의 초기 인류 문화는 다음을 제외한 모든 특징이 있습니다.,"['언어 발달', '수렵 채집인의 보급률', '농업의 출현', '작품의 외관', '장례 의식 연습']",3
162,world_history,오스만 제국의 데브시르메 정책은 주로 다음과 같은 목적으로 사용되었습니다.,"['정부의 통제 강화', '군 병력 증가', '종교의 자유 유지', '농업 생산성 향상', '경제적 안정성 보장']",2
163,world_history,다음 중 산업 혁명의 세계적 영향 중 하나에 해당하지 않는 것은?,"['산업 강대국에 의한 해외 영토 식민지화 감소', '산업화 국가와 비산업화 국가 간의 격차 확대', '멀리 떨어진 세계 문화 간의 고립감 완화', '유럽의 경제력 증가', '중산층의 정치적 영향력 강화']",1
164,world_history,스페인으로부터 독립을 위한 남미의 투쟁을 이끈 인물은 누구인가요?,"['베니토 후아레스', '포르피리오 디아즈', '에밀리아노 자파타', '시몬 볼리바르', '미구엘 이달고']",4
166,world_history,1918년 내전 이후 러시아에 대한 지배력을 확고히 한 레닌의 즉각적인 목표는 다음과 같았습니다.,"['새로운 공산주의 정부 만들기', '제1차 세계대전에서 잃어버린 러시아 영토 되찾기', '남아있는 정치적 반체제 인사 제거', '자신의 전체주의 정치 체제를 구축합니다.', '러시아 경제 안정화']",5
167,world_history,베트남을 지배한 프랑스 제국주의자들에 대한 초기 베트남인들의 저항은 주로 다음에 대한 대응이었습니다.,"['가학적인 노동 관행', '파괴적인 농업 정책', '인종 차별적 거버넌스', '토착 종교 탄압', '폭력적인 경찰 전술']",2
168,world_history,그레이트 짐바브웨와 악숨 왕국은 다음과 같은 점에서 가장 유사합니다.,"['주로 기독교 사회가 되었습니다.', '홍해 유역을 따라 위치한', '결국 무슬림 침략자들에 의해 무너졌습니다.', '무역 경로를 통한 수입으로 번창했습니다.', '그리스어를 기본 언어로 통합']",4
169,world_history,7세기 무슬림 제국이 확장되는 동안 다음을 제외하고는 모두 사실이었다.,"['이슬람으로 개종한 정복민은 인두세를 내지 않아도 되었습니다.', '무슬림이 정복한 지역에서는 아랍어를 읽을 수 있는 능력이 매우 중요했습니다.', '정복한 사회의 이교도 구성원들은 이슬람으로 개종하거나 사형에 처해질 것으로 예상되었습니다.', '기독교 또는 유대교 신앙을 가진 정복당한 사람들은 병역에 복종해야 했습니다.', '이슬람 개종을 거부한 정복자들은 그들의 신앙을 전파하지 못하도록 막았습니다.']",4
170,world_history,일본의 고유 종교인 신도는 주로 다음 사항에 중점을 둡니다.,"['신 숭배', '개인적인 깨달음', '조상 숭배', '독단적 신비주의', '참회하는 자기 부인']",3
171,world_history,다음 중 동부 및 중앙 아프리카의 이슬람 확산에 대해 사실이 아닌 것은?,"['아프리카 사람들이 이슬람으로 개종한 것은 주로 무역의 결과였습니다.', '아프리카 여성들은 여성에 대한 이슬람의 전통적인 태도를 쉽게 받아들였습니다.', '아프리카 비즈니스 커뮤니티의 엘리트들은 전환이 상업적으로 가치가 있다고 생각했습니다.', '이슬람으로 개종한 많은 아프리카인들은 부족의 관습을 일부 유지할 수 있었습니다.', '농업 인구는 다른 인구에 비해 전환을 더 꺼려했습니다.']",2
172,world_history,고대 그리스 문화가 지중해 지역 전역으로 확산된 것은 주로 그리스의,"['고유한 지역', '군사 정복', '다양한 인구', '민주적 정부', '경제적 번영']",1
173,world_history,"""국가는 시민에게 시민적 덕목을 교육하고, 시민에게 사명 의식을 부여하며, 시민을 하나로 묶어주는 역할을 한다."" 이 인용문은 어떤 정부 철학을 지지하는 지도자가 한 말일 가능성이 가장 높습니까?","['공화주의', '절대 군주주의', '계몽된 전제주의', '파시즘', '입헌 군주제']",4
174,world_history,하늘의 명령이라는 개념은 다음을 위한 합리화를 제공했습니다.,"['엄격한 도덕성 기준 유지', '외국 문명의 침략과 정복', '한 왕조에서 다른 왕조로의 권력 이전', '중국인의 도덕적 우월성을 믿습니다.', '주로 남성 중심적인 성 역할 채택']",3
175,world_history,잉카 문명은 콜럼버스 이전의 문명 중에서 가장 독특했습니다.,"['농업 수확량 증대를 위한 관개 시스템 사용', '다신교적 형태의 종교를 실천했습니다.', '복잡한 서면 언어 개발', '정복을 통한 제국 확장', '첨단 도로 시스템 구축']",5
176,world_history,18세기 대부분의 기간 동안 남아프리카 공화국은,"['네덜란드어', '영어', '스페인어', '프랑스어', '포르투갈어']",1
177,world_history,도미노 이론에 대한 공포로 인해 미국은 어떤 군사 분쟁에 참여하게 되었습니까?,"['제1차 세계 대전', '제2차 세계 대전', '한국 전쟁', '베트남 전쟁', '페르시아만 전쟁']",4
178,world_history,이 로마 작가 중 연대기 및 게르마니아를 모두 제작한 작가는 누구인가요?,"['Cicero', '타키투스', 'Virgil', 'Seneca', 'Horace']",2
179,world_history,영국과 이집트 모두 산업 혁명의 결과로 다음을 제외한 모든 것을 경험했습니다.,"['개선된 커뮤니케이션 방법', '유리 제조에 대한 전문성', '대외 무역 수준 증가', '번성하는 면직물 공장', '상업적 농업 수익']",5
180,world_history,메소아메리카에서 가장 초기에 중요한 문명은 다음과 같은 정착지를 중심으로 발전했습니다.,"['테노치티틀란', '쿠스코', '치첸 이차', '툴라', 'Tikal']",5
181,world_history,"일본은 1930년대에 군국주의로 돌아섰는데, 그 주된 이유는 다음과 같습니다.","['국경을 따라 이어지는 일련의 중국 위협', '민주주의가 실패했다는 믿음', '인근 외국 식민지를 다시 장악하려는 욕망', '도시에서 폭력적인 시민 불안이 급증하고 있습니다.', '서구로부터 완전히 고립되고 싶은 욕망']",2
182,world_history,나폴레옹 전쟁 이후 유럽의 평화를 회복하기 위해 비엔나 회의는 다음을 제외한 모든 조치를 취했습니다.,"['스위스 독립을 공식적으로 인정', '독일 연방 소개', '프랑스에 군대 해체를 요구', '네덜란드 왕국 만들기', '군주제의 정당성 회복']",3
183,world_history,후대 리 왕조는 오늘날의 새로운 중앙집권적 정부 형태를 확립하면서 중국 관료 및 공무원 관행의 많은 측면을 통합했습니다.,"['베트남', '캄보디아', '대한민국', '태국', 'Laos']",1
185,world_history,알렉산더 대왕은 통치 기간 동안 다음을 제외한 모든 지역을 정복했습니다.,"['시리아', '이집트', '메소포타미아', '인도', '소아시아']",4
186,world_history,1950년대와 1960년대 중국에서 실행된 마오주의 버전의 공산주의는 다음과 같은 점에서 동시대의 소비에트 버전의 공산주의와 달랐다.,"['자본주의 국가와의 평화로운 공존을 촉진했습니다.', '프롤레타리아트를 계급이 아닌 국가로 보았습니다.', '농민들 사이의 부의 재분배를 선호했습니다.', '예술적, 문학적 노력에 대한 검열을 옹호했습니다.', '국가가 운영하는 농업 프로그램의 가치를 지지합니다.']",2
187,world_history,열두 테이블에 기록된 문명의 법전은 어느 문명의 법전인가요?,"['그리스', '이집트', '영국', '프랑스', '로마']",5
188,world_history,다음 중 타이핑 반란을 가장 잘 설명하는 것은 무엇인가요?,"['제국주의 통치에 반대하는 국민 봉기', '무장 공산주의 반란', '중국의 왕조 지배를 위한 전투', '종교적, 정치적 내전', '몽골 점령에 대한 반란']",4
189,world_history,아프리카의 반투어를 사용하는 사람들 사이에서 그리오족이라는 용어는 다음을 의미합니다.,"['리더', '스토리텔러', '사제', '전사', '노예']",2
190,world_history,항해사 페르디난드 마젤란은 다음과 같은 일로 가장 유명합니다.,"['희망봉 일대의 첫 탐험을 이끌다', '태평양에 도달한 최초의 유럽인', '북서항로를 찾기 위한 첫 번째 시도를 이끌었습니다.', '신대륙에 첫 상륙', '지구를 일주한 최초의 사람이 되는 것']",5
191,world_history,다음 중 20세기 초 러시아의 멘셰비키와 볼셰비키를 가장 잘 묘사한 것은?,"['멘셰비키는 부르주아와 협력하는 것을 믿었고, 볼셰비키는 부르주아에 대항하는 즉각적인 혁명을 믿었습니다.', '멘셰비키는 엘리트주의 정치 체제를 지지한 반면 볼셰비키는 보다 포용적인 접근 방식을 지지했습니다.', '멘셰비키는 변형된 형태의 마르크스주의를 선호한 반면, 볼셰비키는 순수한 마르크스주의를 선호했습니다.', '멘셰비키는 적극적으로 급진적인 정치 집단이었던 반면 볼셰비키는 비교적 반동적인 접근 방식을 취했습니다.', '멘셰비키는 러시아의 제1차 세계대전 참전을 지지한 반면 볼셰비키는 반대했습니다.']",1
192,world_history,"1800년대 중반, 싱가포르의 남동부 항구는","['네덜란드어', '프랑스어', '독일인', '영어', '미국']",4
193,world_history,스페인으로부터의 멕시코 독립 운동은 다음과 같은 점에서 아메리카 대륙의 다른 정치적 반란과는 달랐습니다.,"['외교적 성격이 강하고 폭력을 수반하지 않았습니다.', '궁극적으로 유럽의 이벤트에 의해 결정됩니다.', '크리올 계급 대신 메스티조들이 시작한', '새로운 군주제를 설치하기 위해 착수했습니다.', '다른 인근 국가의 도움으로 수행']",3
194,world_history,토르데실라스 조약의 체결은 다음과 같은 역할을 했습니다.,"['스페인 내전의 적대 행위를 종식하고 민족주의의 지배를 확인합니다.', '스페인에 신대륙에서 발견된 모든 토지에 대한 독점권을 부여합니다.', '스페인 제국의 통치로부터 브라질 식민지 해방', '스페인 종교재판의 공식적이고 영구적인 폐지', '스페인과 미국 간의 무역 협정 체결']",2
195,world_history,"""소박하고 소박하지 않은 정부의 백성은 번영하고 번영할 것이다. 정부가 사찰을 일삼는다면 그의 백성은 궁핍하고 궁핍해질 것이다."" 위의 인용문은 어떤 정신 철학이 지지하는 정부에 대한 중심적인 관점을 반영하나요?","['유교', '불교', '법률주의', '신도', '도교']",5
196,world_history,설형문자 표기법은 어느 지역에서 출현했나요?,"['이집트', '메소아메리카', '인도', '메소포타미아', '중국']",4
197,world_history,아프리카의 가나 왕국은 11세기에 주로 다음과 같은 이유로 쇠퇴했습니다.,"['외국 정복자의 침략', '내부 정치적 분쟁', '열악한 농업 관행', '약한 정부 리더십', '폭력적인 종교 분쟁']",1
198,world_history,1935년 베니토 무솔리니의 지휘 아래 이탈리아 군이 이탈리아를 침공했습니다.,"['소말리아', '에티오피아', '이집트', '리비아', '나이지리아']",2
199,world_history,오늘날 캄보디아로 알려진 지역에서 크메르 제국의 부상을 이끈 작물의 재배는 무엇인가요?,"['차', 'Opium', '쌀', '설탕', '옥수수']",3
200,world_history,러시아가 제1차 세계대전에 참전한 주된 이유는 무엇인가요?,"['대규모 사상자 발생으로 인한 인구 피폐화', '동유럽 영토를 위해 독일과 체결한 외교 협정', '프랑스 및 영국 동맹국과의 관계의 적대적 성격', '짜르 정부에 대한 내부의 정치적 반대 의견', '전쟁으로 인해 국가에 가해진 심각한 경제적 부담']",4
201,world_history,이 모든 것은 인도의 굽타 제국 통치 기간에 등장한 것들입니다.,"['사티의 장례 관습', '일반적인 아라비아 숫자 체계', '칼리다사의 산스크리트 시', '지구 둘레의 발견', '소를 신성하게 여기는 전통']",5
202,world_history,고대 아프리카 도시 메로에는 기원전 250년에서 기원전 150년 사이에 주요 무역 중심지가 되었습니다.,"['gold', '향신료', '철', 'silver', '곡물']",3
