,id,title,context,question,answers
4085,6569867-52-2,한국_전쟁,"대한민국을 비롯한 세계 대부분이 북한이 한반도 전체를 공산화하기 위한 차원에서 38도선 전역에 걸쳐서 대한민국에 대한 무력 침공을 감행하였다는 남침(남으로 침략함)설을 정설로 보는 가운데, 3년 1개월에 걸친 한국 전쟁은 한반도 전체를 폐허화했고, 참전한 외국의 병력에까지 극심한 해를 입었으며, 이때 사용된 폭탄의 수는 불분명하지만 1차 세계대전에 맞먹는다고도 하고 그렇지 않다고도 한다. 한국전쟁은 그밖에도 약 20만 명의 전쟁 미망인과 10여만 명이 넘는 전쟁 고아를 만들었으며 1천여만 명이 넘는 이산가족을 만들었다. 그리고, 45%에 이르는 공업 시설이 파괴되어 경제적, 사회적 암흑기를 초래했다. 이번 한국 전쟁은 미국과 소련을 비롯해 UN과 의료진 그리고 중공군까지 참전하면서 제3차 세계 대전에 가까운 전쟁이었다.",한국전쟁 때 사용된 폭탄의 수가 맞먹는 전쟁은 무엇인가?,"{'text': ['1차 세계대전'], 'answer_start': [187]}"
4088,6581582-1-2,백남기,"2016년 10월 18일 건국대학교 내 7개의 학생모임은 학생회관 앞에서 '국가 폭력 은폐하는 건국대학교 의학전문대학원 이용식 교수를 규탄한다' 라는 기자회견을 연 후, 이용식 교수의 연구실에 찾아가 항의문을 붙였다. 이 기자회견에 참가한 건국대학교 학생들은 ""이 교수의 주장은 허황된 것""이며, ""이 교수가 짜깁기한 영상은 백 농민의 안면을 물대포가 강타하는 장면을 뺐고, 백남기 농민을 구하려다가 물대포를 직격으로 맞아 백남기 농민 쪽으로 쓰러진 것이 분명한 시민을 살인자로 지목했다""라고 비판했다. 그러면서 ""진리의 상아탑이 돼야 할 대학의 교수가 이런 진실 은폐와 왜곡을 일삼고 있다는 일에 개탄을 금할 수 없다""라고 말했다. 한편, 이 문제에 건국대학교 총학생회 한울은 '해당 교수의 발언은 개인이 의견이므로, 총학생회가 직접적으로 참여하기엔 무리가 있다'고 표명했다.","""국가 폭력을 은폐하는 건국대학교 의학전문대학원 이용식 교수를 규탄한다."" 라는 기자회견이 열린 날짜는?","{'text': ['2016년 10월 18일'], 'answer_start': [0]}"
4091,6518135-0-2,세이부_철도,"세이부 철도는 도쿄 급행 전철처럼 기업의 다각화가 다른 회사보다 빨리 이루어졌으며, 회사 소유의 부동산이 큰 이익을 올리고 있다. 다른 회사에 비해 토지의 매수가 빨라서, 세이부 철도의 연선 뿐만 아니라 게이힌 급행 전철의 연선, 지바현의 우치보 선 및 소토보 선이나 이즈 하코네 지방에 까지 영향을 미치고 있다. 시치리가하마(七里ヶ浜) 해안을 사유지로 보유하고 있어서 해안을 소유한 몇 안되는 철도 회사이다. 20세기에는 하코네의 부동산 개발을 두고 오타큐 그룹(당시에는 도쿄 급행 전철 계열)과 ""하코네 산 전쟁(箱根山戦争)""이라 불리는 세력권 싸움이 전개되었지만, 2003년부터 오다큐 전철과 관광지 및 철도 연선 사업 제휴, 혹은 상품의 공동 개발을 하고 있다. 수입은 철도 사업보다는 부동산 쪽에 비중이 크지만, 2006년의 그룹 재편으로 인하여, 일본내의 리조트와 관련된 부동산은 형제 회사의 프린스 호텔이나 세이부 프로파티즈(구 세이부 부동산 판매)에 단계적으로 양도되고 있다.",오타큐 그룹과 전개된 세력권 싸움의 이름은?,"{'text': ['하코네 산 전쟁(箱根山戦争)'], 'answer_start': [280]}"
4106,6517543-1-2,서예,"서예의 심오한 뜻은 기법의 연습만으로 되는 것이 아니고 기법과 병행해서 정신수련을 중요시한다. 중국에서 서는 육예(六藝), 즉 예(禮)·악(樂)·사(射)·어(御)·서(書)·수(數) 중의 일부분으로 인간의 선행 수련이다. 고상한 사군자 수업의 도(道)로서 많은 위인들이 생애를 바쳐서 서로 이어서 발전시켜 왔다. 서예는 실용적인 요구와 서예적 만족에만 그치는 것이 아니라 참다운 인간의 영원성을 추구하는 도(道)로서 철학적으로 종교적으로 열렬히 요구되어 있다. 그래서 서예의 근본정신이 동양 일반의 예도(藝道)에 통하는 자연관을 기조로 한 것이다. 서의 표현 내용은 그 서의 소재·어구(語句) 시문(詩文)·문학적인 요소를 의미하고 있으나 독립된 시각성 예술로 향상되는 한, 서의 내용은 소재로서 문자보다 그 작품에 포함된 서미(書美)의 문제점이 생긴다. 즉 하나의 완성된 작품에는 전체를 구성하는 문자의 대소(크고 작음)·포치(布置, 넓게 늘어놓음), 먹의 윤갈(潤渴, 윤택하고 마름), 낙관(落款)의 위치 즉 장법(章法, 經營位置, 화면을 살리기 위한 배치법)이 중요하다.",서예에서 화면을 살리기 위한 배치법을 이르는 말은?,"{'text': ['장법'], 'answer_start': [509]}"
4109,6517543-2-2,서예,"조선시대의 서체(書體)는 안진경체(顔眞卿體)의 고려와는 달리 왕희지(王羲之)에서 출발하는 원나라 말기의 조맹부의 서체로서 시종하였는데 조맹부의 규각(圭角)이 없는 세련된 서체는 명나라 초기의 문인 학자들 사이에 유행하여 이른바, 한림원체(翰林院體)라 하여 판본(板本)에도 널리 사용되었다. 이것은 조선에도 자극을 주어 [[조선 세종|세종] 때에 간행된 훈민정음, 삼강행실도 등의 서적은 명초의 서체와 사경(寫經)에서 느낄 수 있듯이 힘이 들어 있었는데, 초기의 서도를 대표하는 서예가는 안평대군(安平大君)으로서 그의 서풍은 조법(趙法)을 잘 체득하여 그 연미(軟美)하고 넉넉한 품(品)이 당시에 따를 이가 없어 조정에서도 높이 평가하자 전국에 성행하게 되었다. 이러한 초기의 서체는 시대가 내려감에 따라 새로운 자극과 범본(範本)이 중국으로부터 끊어짐에 따라 그저 외형(外形)만 정비하고 균형미만을 찾는 무기력한 서체로 정형화(定型化)되어 갔다. 중종 때에는 김구(金絿)가 종왕(鍾王)의 서체를 배워 인수체(仁壽體)를 개창(開創)했고 명종 때의 양사언(楊士彦)은 큰 글씨(大字)와 초서(草書)에 뛰어났다. 선조 때의 한호(韓濩)는 진체(晉體)의 대가로서 뛰어났고, 또 이광사(李匡師) 같은 우수한 서예가도 있었으나 한결같이 이들의 서체는 그저 말쑥하고 미끈한 전형적인 조선서체의 범주를 벗어날 수 없었다. 19세기에 가서 김정희(金正喜)의 독창적인 서체가 등장하여 일대 혁신을 일으켰으나 그의 추사체(秋史體)는 더 발전이나 계승을 보지 못하고 그 한 사람대(代)로서 끝났다. 한편 한글 서체로 궁체(宮體)라는 서체가 있어서 의식적(儀式的)인 등서체(謄書體)와 장식적인 서간체(書翰體)로 구별되는데 이 서체도 사각상의 미 이상의 글씨로서의 골(骨)을 갖지 못한 역시 전형적인 조선시대의 서체임을 면치 못했다.",중종 당시 종왕의 서체를 배워 인수체를 개창한 인물은?,"{'text': ['김구'], 'answer_start': [481]}"
4116,6532130-1-2,세월호_침몰_사고,"해경은 헬기 1대와 경비정 20척을 현장에 투입하여 헬기로 승객 6명을 구조하였고, 100여 명은 경비정에 옮겨 태워 인근의 진도 나 목포시 등지로 이송하였다. 대한민국 해군도 구조작업을 위해 사고 해역으로 유도탄고속함 1척과 고속정 6척, 해상초계가 가능한 링스헬기 1대 등을 투입했다. 민간 어선 선장 박영섭(56)은 16일 새벽 조업을 마치고 귀항준비를 하고 있었다. 박 선장은 오전 9시 3분경 수협목포어업통신국이 송신한 긴급 구조 요청 신호를 받고, 병풍도 북쪽 1.5마일 해상에서 여객선 세월호가 침몰 중이라는 사실을 확인. 바로 뱃머리를 병풍도 쪽으로 돌렸다. 오전 10시 30분경 사고 현장에 도착한 박 선장은 해경과 구조작업에 참여해 승객 27명을 구조하였다. 조도면 청년회원 김형오(47) 역시, 이장단장으로부터 메시지를 받고 자신의 1.1t급 소형어선을 몰고 구조작업에 동참하여, 총 25명을 구조하였다. 그 외에도 메시지를 받고 10여분 만에 출항준비를 마친 조도면의 어선이 60여척, 어민은 150여명에 달했으며 전속력으로 도착까지 20여분이 소요되었다고 전해져 초동구조에 민간 어선들이 큰 역할을 하였음이 밝혀졌다. 오전 9시 19분부터 YTN 을 시작으로 각 언론에서 세월호의 침몰 소식을 긴급 타진하기 시작했고, 오전 10시부터 정부는 여객선 침몰 사고에 대응하는 중앙재난안전대책본부 를 구성하여 가동에 들어갔다.",정부는 세월호 사고에 대응하기 위하여 무엇을 구성하였는가?,"{'text': ['중앙재난안전대책본부'], 'answer_start': [668]}"
4119,6657196-10-2,세월호_침몰_사고,"사고 원인에 대하여는 현재 해양경찰청(이하 해경) 에서 조사가 진행 중인 부분이다. 해경은 4월 17일 긴급 브리핑에서 세월호 선장 이준석(69) 등 선박직 승무원들을 조사한 결과, 침몰 원인을 무리한 변침으로 잠정 결론 내린 상태임을 알렸다. 이후 4월 19일 검경합동수사본부에서도 무리한 변침을 침몰 원인으로 잠정 결론 내렸다. 그러나 다른 여러 원인에 대해서도 가능성을 열어두고 수사를 진행 중이다. 이는 조타기의 결함, 과적 화물의 느슨한 고정, 암초 충돌이다. 이후 5월 13일 검경합동수사본부의 수사를 통해 드러난 세월호의 침몰 원인은 복합적이다. 곧 선박 증축에 따른 복원성 부족문제, 최대 적재량의 2~3배에 이르는 화물 과적문제, 화물 고박(고정 결박) 불량, 선박의 균형을 잡아주는 평형수를 덜 채우는 대신 그 무게만큼 화물을 더 실은 문제, 물살이 유난히 빠른 맹골수도에서 급격한 변침(항로 변경)까지 한 상황문제 등이다.",4월 19일 검경합동수사본부에서는 무엇을 침몰 원인으로 잠정 결론 내렸나?,"{'text': ['무리한 변침'], 'answer_start': [159]}"
4136,6504330-2-2,목탁수구리,"독일의 박물학자 마르쿠스 엘레세르 블로흐와 요한 고틀로프 슈나이더가 1801년 Systema Ichthyologiae에 목탁수구리를 처음 기재했다. 모식표본은 인도 코로만델 해안에서 포획된 신장 51 센티미터의 개체였는데, 현재는 소실되었다. 속명 ""리나(Rhina)는 고대 그리스어로 ""(돼지 등의) 주둥이""라는 뜻의 ""르히노스(ρινοσ rhinos)""에서 유래했고, 종명 ""안킬로스토마(ancylostoma)""는 그리스어로 ""뒤틀린""이라는 뜻의 ""안퀼로스(ανκυλοσ ankylos)""와 ""입""이라는 뜻의 ""스토마(στομα stoma)에서 유래했다. 블로흐와 슈나이더는 ""안킬로스토무스(ancylostomus)""라고 썼고 그렇게 쓰인 문헌이 일부 존재하지만, 오늘날에는 대부분 ""안킬로스토마""가 올바른 것으로 여겨진다. 그 외에 목탁수구리를 가리키는 통상명으로는 상어가오리(shark ray), 뻘홍어(mud skate), 짧은코뻘홍어(shortnose mud skate), 활주둥이천사고기(bow-mouthed angel fish), 활주둥이천사상어(bow-mouthed angel shark) 등이 있다.",상어가오리나 뻘홍어로도 불리는 생물은?,"{'text': ['목탁수구리'], 'answer_start': [413]}"
4171,6495914-8-2,레판토_해전_(1571년),"1574년 오스만 군은 스페인이 지원하는 하프시드 왕조로부터 돈 후안의 군세가 1년 전에 점령한 전략적인 도시인 튀니스를 탈환하였다. 오스만은 오랜 동맹인 프랑스의 도움으로 서부 지중해를 다시 능동적으로 점유하게 되었다. 1579년 페즈 함락은 쉴레이만 대제 때부터 시작된 오스만의 모로코 점령을 완결시켰다. 지브롤터에서 그리스에 이르는(스페인이 지배하는 무역 도시 오랑과 전략적 거점인 멜리아와 세우타를 제외하고) 전 지중해 해안에 대한 오스만의 힘에 따른 종주권이 완성된 것이다. 그러나 레판토에서 많은 숙련된 선원들을 잃은 것은 오스만 해군의 전투능력을 약화시켰으며, 이는 전투가 벌어진 바로 그 해로부터 오스만 함대가 기독교 함대와의 교전을 최소화했다는 점을 볼 때 확인할 수 있다.",오스만의 모로코 점령을 완결시킨 년도는?,"{'text': ['1579년'], 'answer_start': [124]}"
4174,6465070-0-2,루트비히_포이어바흐,"포이어바흐는 하이델베르크 대학교에 성직의 길로 들어설 목적으로 입학했다. 카를 다우프(Karl Daub) 교수의 영향으로 그는 당시의 유력했던 헤겔의 철학에 흥미를 가졌고, 아버지의 반대에도 불구하고 베를린 대학교에 등록하여 헤겔 밑에서 배우려고 했다. 2년간의 제자 생활이 끝난 이후, 헤겔의 영향력은 점점 사라져갔다. 포이어바흐는 청년 헤겔파에 가입했는데, 이 단체는 헤겔 좌파로도 불렸으며 헤겔 철학의 급진적인 갈래들을 종합했다. 현존하는 서양 문화와 제도적 형태를 의미하는 역사를 통해 헤겔의 정신의 변증법적 진보를 해석하면서, 특히 기독교는 폐기하려 했다. 그가 친구에게 쓴 편지에서 ""신학에서는 내가 더 이상 공부할 것이 없다. 나는 자연을 내 마음속에 담기를 갈망하고, 그 자연은 신실한 신학자가 그 깊이를 움츠러들기 전의 것이다. 그리고 자연인으로써 인간은 완전한 본질을 갖는다."" 이 편지는 포이어바흐의 변화를 엿볼 수 있는 열쇠이다. 그는 에를랑겐대학교에서 자연 과학 학위를 취득했다.",포이어바흐는 에를랑겐대학교에서 무슨 학위를 취득하였는가?,"{'text': ['자연 과학 학위'], 'answer_start': [490]}"
4177,5932359-0-2,하노버_왕국,"하노버 왕국은 다른 38개의 주권국가들과 함께 독일 연방에 가맹하였으며, 가맹국 중 오스트리아 제국, 프로이센 왕국, 바이에른 왕국에 이어 4번째로 넓은 면적을 차지했다. 그러나 하노버 왕국은 1866년 프로이센-오스트리아 전쟁 중 오스트리아 제국 편으로 참전했다가 프로이센에 병합당하여 프로이센 왕국의 지방인 하노버 주가 된다. 이후 독일 제국의 프로이센 왕국 내 한 지방으로 존속하였다. 제1차 세계대전으로 프로이센 왕국이 망하여 프로이센 자유주가 되자, 프로이센 자유주 내의 한 지방이 되었다. 제2차 세계대전으로 프로이센 자유주가 해체되자, 1946년 분리되어 하나의 독립된 주가 되었으나 곧 니더작센 주에 합쳐져 소멸된다.",독일 연방에 가맹한 국가들 중 하노버 왕국은 몇 번째로 면적이 넓었는가?,"{'text': ['4번째'], 'answer_start': [78]}"
4180,5932359-1-2,하노버_왕국,"조지 4세와 윌리엄 4세의 통치기간인 1816년부터 1837년까지는, 그들의 동생인 케임브리지 공작 아돌퍼스 공이 하노버에서 영국 국왕을 대신하여 부왕 역할을 하였다. 그러나 1837년 영국에서 빅토리아 여왕이 즉위하자, 123년에 걸친 하노버 왕국과 영국의 동군연합은 끝나게 되었다. 당시 하노버 왕국은 준 살리카 법을 왕위 계승 원칙으로 정하고 있었는데, 이 법에 따르면 남성 왕위계승권자가 한 명이라도 존재하는 경우에는 여성 왕위계승권자는 왕위를 상속받을 수 없었다. 이 때문에 빅토리아는 하노버 왕국의 국왕으로 즉위하지 못하였고, 빅토리아 대신 빅토리아의 숙부인 에른스트 아우구스트가 즉위하였다. 에른스트 아우구스트는 조지 4세와 윌리엄 4세의 동생으로서, 조지 3세의 당시까지 생존한 아들들 중 가장 연장자였다. 아우구스트보다 동생이었던 아돌퍼스는 하노버 국왕이 되지 못하고 영국으로 돌아간다.",빅토리아왕비가 하노버왕국의 왕위를 상속 받지 못한 이유가 된 법은?,"{'text': ['살리카 법'], 'answer_start': [173]}"
4187,6541057-0-2,연세대학교,"1884년에 조선 왕실부 시의관(侍醫官)이었던 미국인 선교사 앨런은 조선 정부에 서양식 병원 건립을 제의하였다. 이 제안에 따라 1885년 2월 25일에 고종으로부터 병원 설립의 허락을 받고, 4월 10일에 서울 종로구 재동(齋洞)에 광혜원(廣惠院)을 개원하게 되었는데, 조선 최초의 서양식 병원이다. 4월 26일에 개원 2주만에 ‘은혜를 널리 펼친다’는 뜻의 광혜원에서 ‘대중을 널리 구한다’는 제중원(濟衆院)으로 개칭되었다. 당시 미국 장로교 본부는 광혜원 진료의 책임자를 파견하였고, 조선 정부는 건물과 제반설비 및 경상비 등을 부담하였다. 앨런은 1886년 제중원에 의학교를 설립하였고, 최초의 서양 의학 교육을 시작하였다. 당시 조선 정부는 전국에서 학생 16명을 선발하였는데, 3개월의 교육 후에 12명이 본과로 진급하여 의사 교육을 받았다. 1887년에 재동에서 현재의 을지로 입구인 구리개(銅峴)로 이전했다. 1893년 제중원에 부임한 캐나다 토론토 대학교 의과대학 교수였던 올리버 에비슨(영어: Oliver R. Avison, 한국어: 어비신(魚丕信) 1860년 ~ 1956년)은 조선 정부와 6개월간 협상을 벌인 끝에 1894년에 제중원을 미국 북장로교 선교부로 이관받았다.",고종이 병원 설립을 허락하고 종로구 재동에 개원한 최초의 서양식 병원은?,"{'text': ['광혜원'], 'answer_start': [131]}"
4190,6541057-1-2,연세대학교,"1904년 9월 23일에 미국인 사업가 루이스 세브란스(영어: Louis H. Severance 루이스 H. 세버런스, 1838년 ~ 1913년)의 후원을 받아서 숭례문 밖 복숭아골(현재 서울역 앞 연세재단 빌딩 일대)에 병원을 신축하면서 기증자의 이름을 따서 세브란스 기념 병원(Severance Memorial Hospital)으로 명칭을 변경하였으며, 의학 교육 기관인 세브란스 의학전문학교를 설립하였다. 1908년 6월 4일에 제1회 졸업생 7명에게는 대한제국 내부 위생국으로부터 의료 활동을 할 수 있는 최초의 의사면허증인 의술개업인허장이 발급되었다. 1909년에 교명을 ‘사립 세브란스 의학교’, 1913년 4월에는 ‘사립 세브란스 연합의학교’로 각각 변경하였으며, 1917년 5월 14일에 ‘세브란스 연합의학전문학교’로 발전하였으나, 1942년 6월에 일본의 강요로 교명을 ‘아사히 의학전문학교’(旭醫學專門學校)로 변경하였다. 해방 이후 1945년 11월에 세브란스 의학전문학교로 환원되고, 1947년 7월에 문교부로부터 6년제의 세브란스 의과대학으로 인가를 얻었다. 1955년 3월에 연희대학교와 통합을 결정하였고, 5월에 서울특별시 서대문구 신촌동에 병원 건물을 착공하면서 1962년에 세브란스 병원을 신촌으로 이전하였다. 한편, 1906년 9월에 쉴즈(영어: Miss Esther L. Shields 미스 에스터 L. 실즈)가 세브란스 병원에 간호원 양성전문기관으로 간호학교를 설치하면서 1910년에 최초의 간호원을 배출하는 계기가 되었으며, 1968년에는 연세대학교 간호대학으로 승격하였다.",1962년 세브란스 병원이 이전한 곳은?,"{'text': ['신촌'], 'answer_start': [626]}"
4193,6541057-2-2,연세대학교,"1915년 3월에 미국 북장로교 선교부의 협조와 재한 남·북감리교 선교부, 캐나다 장로교 선교부의 협력을 얻어 조선기독교학교(Chosun Christian College)를 서울 종로의 YMCA에서 개교하였는데 초대 교장에 호러스 그랜트 언더우드와 부교장에 에비슨이 취임하였다. 1917년 4월 7일에 사립 연희전문학교(延禧專門學校)로 발족하였고 같은 해인 1917년에는 존 언더우드(John T. Underwood)의 기부금으로 경기도 고양군 연희면 창천리(현재 연세대학교 부지)의 대지 19만평을 교지로 구입하였다. 1919년 3월에 연희전문학교 1회 졸업생 배출하였다. 1920년에 찰스 스팀슨(Charles S. M. Stimson)의 기부금으로 스팀슨홀을 건립하여 학교를 이전하였고 1923년 3월에 신교육령에 의해 교명이 연희전문학교로 바뀌었다. 1926년에 연희전문학교와 세브란스 의학전문학교의 합동에 대한 의견이 피력되었고 1926년 6월에 본격적인 논의가 진행되었지만 일제의 간섭으로 진전되지 못했다. 1935년 9월 1일에 연세춘추의 전신인 월간지《연전타임스》가 창간되었다. 1944년 4월에 적산(敵産)이라는 명목으로 학교가 몰수되어 조선총독부의 관리하에서 조선인 간부와 교수진을 추방하였으며, 교명이 ‘경성공업경영전문학교’(京城工業經營專門學校)로 변경되었다.",연희전문학교가 대지 19만평을 교지로 구입할 수 있도록 기부한 기부자는?,"{'text': ['존 언더우드'], 'answer_start': [208]}"
4196,6541057-3-2,연세대학교,"해방 이후 재산과 운영권을 미군정청으로부터 인수받아 교명을 연희전문학교로 회복하고 1946년 8월 15일에는 연희대학교(延禧大學校, Chosun Christian University)로 승격되어 4학원 11학과(문학원, 상학원, 이학원, 신학원)의 종합대학교로 인가되었다. 연희대학교의 초대 학장으로 백낙준(白樂濬, 1895년 ~ 1985년)이 취임하였고 1946년 9월에는 남녀공학 대학교가 되었다. 1949년 세브란스 의과대학 예과를 연희대학교에 두었으며, 이듬해 1950년에는 연희대학교 제1회 졸업생을 배출하였고, 1950년 4대학 17학과(문과대학, 상경대학, 이공대학, 신과대학)로 증설하고 대학원을 신설하였다. 그러나 한국 전쟁의 발발로 3개월간 임시 휴교를 단행하였으며, 11월 3일 재등록을 받아 개강하였지만 1·4 후퇴로 인하여 1951년 부산으로 학교를 옮겨 개강하였으며, 1953년 8월에 서울 본교로 돌아와 개강하였다. 1953년 대학원에 의학과 석사과정을 설치하였고 1954년 정법대학을 신설하였으며 같은 해 8월에는 동방학연구소에서 학술지인 《동방학지》를 발간하였다.",한국 전쟁의 발발로 인해 연희대학교가 1951년에 학교를 개강한 지역은?,"{'text': ['부산'], 'answer_start': [424]}"
4199,6541057-4-2,연세대학교,"제5공화국 말기인 1987년 6월 9일에 연세대학교 학생 1천여 명이 학교 정문 앞에서 경찰과 대치하던 중 경영학과 2학년에 재학 중이던 이한열이 전경이 쏜 최루탄을 맞아 사망하는 사건이 발생하였다. 이 사건은 6월 항쟁의 기폭제가 되어 대통령 직선제 개헌을 이끌어 낸 대한민국 현대사의 분수령이 되었다. 1996년에 학부제 및 계열화를 실시하였다. 같은 해 8월에 한국대학총학생회연합이 연세대학교 신촌캠퍼스에서 제6차 8.15 통일대축전 및 범민족대회를 강행하여 원천봉쇄하려던 경찰과 충돌을 벌였고, 종합관과 과학관에서 8월 13일부터 20일까지 점거 시위를 벌였다. 2003년에 부속기관인 김대중도서관을 설립하여 개관하였다. 2006년에 인천광역시와 연세대학교 송도 국제화 복합단지 조성 양해각서를 체결하여 2010년에 국제캠퍼스 약학대학 신설하였고, 같은 해 3월 3일에 국제캠퍼스 봉헌식을 거행하였으며, 2011년 3월 2일에 국제캠퍼스 정규학위과정을 시작하였다. 2011년 5월 31일에 연세대학교 기술지주회사가 설립되었다.",1987년 8월 한국 대학 총학생회 연합이 연세대학교 신촌캠퍼스에서 강행한 것은?,"{'text': ['제6차 8.15 통일대축전 및 범민족대회'], 'answer_start': [231]}"
4202,6541057-5-2,연세대학교,"신촌캠퍼스(新村-)는 서울특별시 서대문구 연세로 50 (신촌동)에 위치한 연세대학교의 제1캠퍼스이다. 언더우드의 큰형인 존 토마스 언더우드(John Tomas Underwood)는 10만 달러를, 로스앤젤레스의 찰스 스팀슨(Charles S. M. Stimson)은 대학 설립용 자금으로 2만 5천 달러를 연희전문학교에 기부하였다. 언더우드는 미국에 돌아가서 교사 건립용 기부금 모금을 했는데 스팀슨에게서 위 기부금을 얻은 후 사망하였고, 후임 교장인 에비슨이 기부금으로 교사를 건립하였다. 연희전문학교는 당시 경기도 고양군 연희면 신촌리의 숲이 울창한 토지 190,320평을 매입하였다. 이곳은 조선 정종 때 세워진 연희궁(延禧宮) 터와 영조(英祖)의 후궁 영빈 이씨(映嬪李氏)의 수경원(綬慶園)이 자리 잡고 있었고, 학교명 ‘연희’는 여기서 연유하였다. 캠퍼스 마스터플랜과 교사동 설계는 예일 대학교 건축과를 졸업한 미국인 건축가 헨리 머피(Henry Killian Murphy)에 의하여 작성되었다. 현재의 백양로 등 신촌캠퍼스의 골격은 초기 마스터플랜에 의해 조성되었다. 최초의 건물은 치원관(致遠館)이며, 목조 2층으로 1918년에 준공되어 1950년까지 있었다. 치원관 이외에도 스팀슨관, 언더우드관, 아펜젤러관, 한경관 등이 준공되었으며, 기숙사인 핀슨관과 노천극장, 돌층계 등이 만들어졌다.",연희전문학교가 경기도 고양군 연희면에서 매입한 토지의 평수는?,"{'text': ['190,320평'], 'answer_start': [313]}"
4205,6541057-7-2,연세대학교,"국제캠퍼스(國際-)는 인천광역시 연수구 송도과학로 85(송도신도시)에 위치하고 있는 연세대학교의 제2캠퍼스이다. 615,000m(약 186,000평)의 부지에 캠퍼스를 조성하였다. 연세대학교 학교본부는 국제캠퍼스의 건립을 원주캠퍼스와 같은 분교가 아닌, 서울(신촌)캠퍼스의 공간적 연장이라고 밝혔다. 즉 이원화캠퍼스라는 의미이다. 연세대학교는 2006년 1월 인천광역시와 양해각서(MOU)를 체결하고, 2008년 11월 캠퍼스 조성 공사를 시작하였다. 강의동과 연구시설 등을 건설하는 비용 6,500억원은 인천광역시가 부동산 개발 이익으로 전액 부담한다. 2010년 3월에 일부 개교하였고 2014년 기준으로 2B단계까지의 준공을 마쳤다. 2011년도에 국제캠퍼스에 처음으로 개설된 전공은 공과대학 글로벌융합공학부·글로벌융합대학원, 언더우드국제대학, 자유전공, 의예과, 치의예과, 약학대학·약학대학원, 외국인글로벌학부 등이다. 학부 과정의 언더우드국제대학, 자유전공, 의예과, 치의예과, 외국인글로벌학부 학생들은 1학년을 국제캠퍼스에서 이수하고 나머지 재학 기간은 신촌캠퍼스에서 보내게 된다.",연세대학교 국제캠퍼스를 건설하는데 인천광역시가 부동산 개발 이익으로 부담한 비용은?,"{'text': ['6,500억원'], 'answer_start': [274]}"
4210,6541057-11-2,연세대학교,"총학생회는 학교 당국과 독립적인 학생들의 요구를 대외적으로 관철시키기 위한 학생자치기구이다. 1949년 9월 이승만 정권 당시 대통령령 86호로 결성된 학도호국단을 해체하는 안이 1960년 5월에 국무회의에서 4·19 혁명 이후 학원 민주화의 여론에 따라 통과되었는데, 이는 새로운 학생 자치기관이 탄생하는 계기가 되었다. 그 해 6월에 각 단과대학 대표들의 회합 결과 ‘연세대학교 학생회’라고 일컫는 학생 자치기구가 구성되었고 1961년 1월에 총학생회가 정식으로 발족하였다. 1975년 6월에 군사정권에 의해서 다시 학도호국단으로 재편되지만 1983년 12월에 학원자율화 조치와 1984년 학도호국단의 폐지로 총학생회 체제가 부활하였다. 매년 선거를 통해 총학생회가 선출되고 있으며 2016년 기준으로 제53대 총학생회 ‘Collabo’가 활동하고 있다. 학생복지처가 총학생회 활동의 지원을 담당하고 있으며, 학생 복지를 관장하는 기구로 학생복지위원회라는 별도의 기구가 존재하여 생활협동조합의 운영, 생협장학금, 신촌판 택리지 발간, 특강 개설 등의 다양한 일을 하고 있다.",연세대학교의 각 단과대학 대표들의 회합 결과 구성된 학생 자치기구는?,"{'text': ['연세대학교 학생회'], 'answer_start': [208]}"
4213,6541057-14-2,연세대학교,"국제처에서는 국제 교류의 갈래로 교환학생제도(Student Exchange Program)와 방문학생제도(Visiting Student Program)를 운영하고 있다. 교환학생제도는 학생교환 협정이 체결된 외국 대학에 파견되어 학업을 계속하며 본교에서 학점을 인정받는 프로그램이다. 파견 기간 동안 학비는 본교의 등록금을 납부한다. 방문학생제도는 본교와 파견 대학에 모두 수업료를 납부하지만 본교 등록금의 일부를 장학금으로 지급한다. 교환학생제도는 학생교환수가 균형을 이룰 때만 가능하지만 방문학생제도는 이와 상관 없이 다수의 학생을 파견할 수 있어 지원 기회가 폭넓다. 방문학생제도의 파견 대학으로는 미국의 아메리칸 대학교, 세인트 클라우드 주립 대학교, 일리노이 공과대학교, 캐나다의 앨버타 대학교, 영국의 노팅엄 대학교, 킹스 칼리지 런던 등이 있다. 이 외에도 외국 대학에서 자기 부담으로 수학하고 본교에서 학점을 인정 받는 SAP(Study Abroad Program)를 운영하고 있다. SAP는 휴학생의 신분으로 파견되는 것이므로 학기는 인정받지 못하며 등록금은 파견 대학에 납부한다. 또한 GIP(Global Internship Program)는 한 학기 동안의 해외 인턴십을 수료한 후 본교에서 학기와 학점을 인정받을 수 있는 프로그램이다.",다수의 학생을 파견할 수 있어 지원할 수 있는 기회가 많은 제도는?,"{'text': ['방문학생제도'], 'answer_start': [275]}"
