id,subject,question,choices,answer
198,us_history,1828년에서 1860년 사이에 국가 지위를 신청한 영토에 대해 의회가 국가 지위를 허용하거나 보류하기로 합의한 사안은 무엇인가요?,"['무료 공교육', '농부에게 지급하는 토지 보조금', '노예 제도', '절제', '여성 참정권']",3
199,us_history,루이지애나 매입 당시 북미에서 토지를 소유하지 않은 나라는 어디인가요?,"['프랑스', '영국', '네덜란드', '스페인', '미국']",3
200,us_history,재건 수정안은 다음과 같은 참정권에 영향을 미쳤습니다.,"['아프리카계 미국인 유권자', '여성 유권자', '18세에서 21세 사이의 유권자', '아메리카 원주민 유권자', '쿠 클럭 클랜 회원']",1
201,us_history,다음 중 '잃어버린 세대'의 멤버가 아닌 작가는?,"['존 도스 파소스', 'F. 스콧 피츠제럴드', '어니스트 헤밍웨이', '존 스타인벡', '잭 케루악']",5
202,us_history,다음 중 조지 워싱턴이 미국 대통령 중 독보적이었다는 주장을 뒷받침하는 것은?,"['그는 버지니아 출신입니다.', '그는 모든 정당의 정치인들 사이에서 보편적인 대통령 후보로 선택받았습니다.', '그는 군에서 우수한 성적으로 복무했습니다.', '그는 국가가 외국 전쟁에 개입하는 것에 대해 경고했습니다.', '재선에 출마했다면 쉽게 3선에 당선되었을지도 모릅니다.']",2
204,us_history,1902년 플랫 수정안은 무엇을 제정했나요?,"['파나마 운하 구역에 대한 미국의 주권', '독립 국가로서의 파나마의 지위', '쿠바 총독 레너드 우드 장군', '미국의 보호국으로서의 쿠바의 지위', '푸에르토리코인의 미국 시민권자 신분']",4
205,us_history,1880년대와 1890년대 정착촌 운동의 주요 목적 중 하나는 무엇인가요?,"['일하는 부모의 어린 자녀를 위한 탁아 서비스 제공', '여성 참정권 쟁취를 위한 투쟁에 앞장서기 위해', '주요 도시에서 인종 통합을 위한 투쟁을 조직하기 위해', '빈민가 집주인을 상대로 임대료 파업을 주도하기 위해', '정치적 금품 수수와 부패를 폭로하는 신문을 발행하기 위해']",1
206,us_history,1947년 브루클린 다저스 유니폼을 입고 처음 등장한 재키 로빈슨은 다음과 같은 이유로 시민권에 중요한 타격을 입혔습니다.,"['1947년 시즌 이후 첫 신인상 수상', '흑인 리그의 플레이 스타일을 메이저리그에 처음으로 도입했습니다.', '매일 수천 명의 팬들에게 흑인 선수를 메이저리그 야구에서 배제할 정당한 이유가 없다는 것을 증명했습니다.', '야구와 사회가 분리되어야 한다고 믿는 사람들로부터 살해 협박을 받았습니다.', '는 1997년 메이저리그 야구에서 자신의 등번호를 은퇴하는 영광을 안았습니다.']",3
207,us_history,전형적인 미국식 회화의 원조로 여겨지는 두 화가는 누구인가요?,"['디에고 리베라와 그랜트 우드', '앤디 워홀과 토마스 나스트', '마르셀 뒤샹과 잭슨 폴록', '매튜 브래디와 로버트 헨리', '토마스 이킨스와 윈슬로우 호머']",5
208,us_history,다음 중 닉슨 행정부에서 범죄 행위를 폭로하는 데 핵심적인 역할을 한 언론인은?,"['시어도어 H. 화이트', '밥 우드워드', '아이다 타벨', '월터 윈첼', '헌터 S. 톰슨']",2
209,us_history,루이스와 클라크 탐험대는 다음과 같은 목적을 가지고 출발했습니다:,"['북미를 가로질러 태평양으로 가는 물길 찾기', '루이지애나 준주의 정확한 지도 만들기', '루이지애나 영토에 거주하는 아메리카 원주민 부족과 우호적인 관계 구축', '주요 도시를 설립하고 건설할 적절한 부지를 파악합니다.', '미국에서 아직 알려지지 않은 식물과 동물의 종을 목록화합니다.']",4
210,us_history,"자유에는 많은 어려움이 있고 민주주의는 완벽하지 않지만, 우리는 사람들이 우리를 떠나지 못하도록 벽을 세워야 할 필요는 없습니다. 다음 중 연설자가 이 연설을 했을 가능성이 가장 높은 갈등 상황은?","['제1차 세계 대전', '제2차 세계 대전', '냉전', '한국 전쟁', '베트남 전쟁']",3
211,us_history,아프리카계 미국인의 시민권 획득을 위한 비폭력적 접근법에 대한 마틴 루터 킹 주니어의 신념은 주로 다음과 같은 영향을 받았습니다.,"['Buddha', '존 로크', '모하다스 간디', 'Plato', '공자']",3
212,us_history,19세기에 유럽 이민자들이 대거 유입되면서 미국에서 다음 중 어떤 형태의 엔터테인먼트가 생겨났습니까?,"['오페라', '야구', '텔레비전', '테니스', '경마']",1
213,us_history,프랭클린 루스벨트 대통령이 1941년 의회에서 설명한 '4대 자유'에는 다음을 제외한 모든 내용이 포함되어 있습니다:,"['자신만의 방식으로 예배할 수 있는 자유', '두려움으로부터의 자유', '언론과 표현의 자유', '폭압적인 정부를 전복할 자유', '욕구로부터의 자유']",4
214,us_history,존 마셜 대법원장이 마버리 대 매디슨 사건에서 확립한 중요한 법 원칙은 무엇인가요?,"['무죄 추정', '묵비권을 행사할 권리', '다수결 규칙', '사법적 검토', '헌법']",4
215,us_history,소설과 드라마에서 자신의 조언을 지키고 자신의 판단에만 의존하는 강하고 조용한 미국인 영웅의 원형을 만든 19세기 작가는 누구일까요?,"['에드거 앨런 포', '제임스 페니모어 쿠퍼', '허먼 멜빌', '월트 휘트먼', '나다니엘 호손']",2
216,us_history,'눈에 띄는 소비'라는 표현은 중세 시대 상류층을 묘사하는 데 처음 사용되었습니다.,"['1890s', '1920s', '1940s', '1960s', '1980s']",1
217,us_history,루이지애나 식민지 매입은 토머스 제퍼슨의 정치적 신념과 어떤 면에서 일치하지 않았나요?,"['그는 아메리카 원주민의 땅을 더 이상 빼앗는 것은 옳지 않다고 생각했습니다.', '그는 미국이 계속 서쪽으로 확장해서는 안 된다고 생각했습니다.', '그는 헌법이 문자에 따라 해석되어야 한다고 믿었습니다.', '그는 프랑스가 땅을 매각한 후 미국을 공격할 것이라고 믿었습니다.', '그는 이 땅을 매입할 기회를 잡는 것이 사장으로서의 의무라고 생각했습니다.']",3
218,us_history,2001년 9월 11일 세계무역센터와 펜타곤에 대한 공격에 대한 미국의 즉각적인 대응은 무엇이었나요?,"['아프가니스탄 침공', '이라크 침공', '유엔의 해체', '군 징병제 도입', '현재 의회 회기 중단']",1
219,us_history,미국에 파나마 운하 지역에 대한 완전한 주권을 부여한 조약은 어느 것입니까?,"['과달루페 이달고 조약', '브레스트-리토프스크 조약', '베르사유 조약', '헤이-부나우-바릴라 조약', '토르데실라스 조약']",4
220,us_history,유타주 프로몬토리 포인트는 역사적으로 중요한 장소입니다.,"['루이스와 클라크가 태평양으로 가는 물길이 없다는 것을 깨달았습니다.', '미국이 만든 최초의 핵무기 실험', '유니언 퍼시픽 및 중앙 태평양 철도 회의', '아나사지족이 건설한 최초의 영구 정착지', '브리검 영과 그의 추종자들이 설립한 몰몬교 식민지']",3
221,us_history,다음 중 보스턴 대학살의 주요 원인이 된 것은 무엇인가요?,"['인지법 통과', '설탕 법 통과', '보스턴 티 파티', '매사추세츠 왕실 헌장 취소', '평시 보스턴에 영국군 설치']",5
223,us_history,1900년대 초의 프로그레시브 운동은 다음과 같은 목표를 가지고 있었습니다:,"['도시에 공공 공원과 놀이터 만들기', '최근 이민자들에게 영어를 배울 수 있는 기회 제공', '도시 빈민가 건물주에 대한 법안 지원', '도시 직장을 더 안전하게 만드는 법을 위해 싸우고 있습니다.', '미국 도시의 인종 차별 방지']",5
224,us_history,"우리의 정책은 어떤 국가나 교리에 반대하는 것이 아니라 기아와 빈곤, 절망과 혼돈에 반대하는 것입니다. 그 목적은 자유 제도가 존재할 수 있는 정치적, 사회적 조건의 출현을 허용하기 위해 전 세계에 노동 경제의 부흥을 가져오는 것이어야 합니다. 이 인용문의 화자는 다음 중 어느 것을 언급하고 있을 가능성이 가장 높습니까?","['임대차법', '마샬 플랜', '슐리펜 계획', '엠바고 법', '전쟁 권한법']",2
225,us_history,의회에서 통과된 법안에 대한 행정부의 거부권을 견제하기 위해 정부 입법부는 다음을 수행할 수 있습니다.,"['대통령 탄핵', '거부권 행사 필리버스터', '주 정부에 청원하기', '헌법 개정', '거부권 재정의']",5
226,us_history,"다음 중 우드로 윌슨이 의회에서 행한 ""14가지 요점"" 연설에서 요구하지 않은 것은?","['국가 군비 감축', '알자스 로렌의 프랑스 귀환', '국가 연합 결성', '러시아 군주제 복원', '국제 해역에서의 항해의 자유']",4
227,us_history,"적자생존은 단순히 강자의 생존을 의미하며, 이는 약자의 파괴를 의미하고 더 잘 표현할 수 있습니다. 자연이 약자의 파괴를 통해 발전한다면, 인간은 약자의 보호를 통해 발전합니다. 위 인용문의 화자는 다음과 같이 반대했을 가능성이 높습니다.","['진보주의', '사회적 다윈주의', '금지', '노동 조합', '여성 참정권']",2
228,us_history,다음 중 다층 마천루의 성공에 필요했던 발명품은 어느 것입니까?,"['주세페 마르코니의 무선 전신기', '토마스 에디슨의 전구', '엘리사 오티스의 엘리베이터', '헨리 포드의 모델-T 자동차', '알렉산더 그레이엄 벨의 전화']",3
229,us_history,"돈 따라하기, '목구멍 깊숙이', '비속어 삭제'는 모두 트위터와 관련된 문구입니다.","['닉슨 대통령의 사임을 초래한 워터게이트 스캔들', '윌리엄 클린턴 대통령 탄핵', '아담스 행정부의 XYZ 사건', '앤드류 존슨 대통령 탄핵', '하딩 행정부의 찻주전자 돔 스캔들']",1
230,us_history,"1921년 4강 조약에 따르면 프랑스, 영국, 일본, 미국은 다음과 같이 명시되어 있습니다.","['태평양 영유권에 대한 서로의 주장을 존중합니다.', '동일한 크기의 내비게이션 유지', '다른 세 국가 중 한 국가가 외국 세력의 공격을 받았을 경우 원조를 제공합니다.', '중국과의 자유무역 확립을 위해 협력', '조약에 서명하는 다른 3개국의 수입품에 대한 관세를 철폐합니다.']",1
231,us_history,시어도어 루스벨트 대통령이 대기업의 이익을 지지하지 않았다는 것은 다음을 제외하면 모두 알 수 있습니다:,"['그는 독과점 기업을 소규모 기업으로 나누는 법에 서명했습니다.', '그는 식품 가공 및 식품 제조 업계의 관행에 대한 조사를 지시했습니다.', '그는 1907년 공황 기간 동안 US Steel이 테네시 석탄 및 철 회사를 흡수하는 것을 허용했습니다.', '그는 정부에 철도를 규제할 권한을 부여하는 법에 서명했습니다.', '그는 노동 분쟁의 중재를 장려했습니다.']",3
232,us_history,다음 중 멕시코-미국 전쟁의 원인이 아닌 것은?,"['1836년 텍사스 혁명에서 텍사스에 대한 미국의 지원', '멕시코가 미국에 진 빚을 갚지 않은 경우', '멕시코와 텍사스 간의 국경 분쟁', '캘리포니아에 대한 미국의 욕구', '멕시코의 알라모 포위 공격']",5
233,us_history,남북전쟁 초기에 남부 연합이 남부 동맹보다 유리하지 않았던 것은 무엇인가요?,"['국가 산업 및 물적 자원의 대부분을 통제합니다.', '미국 연합 주의 주요 국영 철도 위치', '미 해군의 충성심과 지원', '더 많은 인구와 이에 따른 더 많은 병사 풀', '경험이 풍부한 우수한 군 리더']",5
234,us_history,19세기 후반 산업과 기술의 혁명은 미국 사회의 업무 성격에 다음과 같은 방식을 제외하고는 모두 영향을 미쳤습니다:,"['노동자들이 일자리를 찾아 도시로 이주하면서 인구가 이동했습니다.', '산업의 성장으로 인해 직장을 그만두고 가사 노동으로 복귀하는 여성들의 수가 증가했습니다.', '장거리 통신 산업이 탄생했습니다.', '직장 생활과 가정 생활의 분리가 점점 더 심해졌습니다.', '철도 산업에서 더 많은 일자리가 생겼습니다.']",2
235,us_history,미국은 제2차 세계대전 직후 독일에 전쟁을 선포했습니다.,"['독일 U보트에 의한 루시타니아호 침몰 사건', '독일의 서섹스 서약 서명', '1916년 국방법 통과', '국제 적십자 기구 설립', '짐머만 전보의 미국 신문 게재']",5
236,us_history,남북전쟁에 반대했던 북부 주민들은 다음과 같은 방법으로 반대의사를 표시했습니다.,"['남부 연합군 입대', '캐나다와 영국으로 출국', '남부 동맹 깃발 휘날리기', '연설과 기사로 초안에 항의하고 반전 폭동을 일으켰습니다.', '에이브러햄 링컨의 대통령 당선을 무효화하려는 시도']",4
237,us_history,패트릭 헨리는 주로 다음과 같은 방법으로 독립의 대의에 대한 지지를 표명했습니다.,"['팜플렛 작성', '영국 왕실에 반대하는 연설', '독립선언서 작성', '식민지 당국에 대항하여 선동적인 신문 기사를 인쇄합니다.', '보스턴 티 파티 조직']",2
238,us_history,1930년대 초까지 미국 영화 산업에서 일어난 주요 변화는 다음 중 어느 것입니까?,"['무성 영화에서 말하는 영화까지', '흑백 필름에서 컬러 필름으로', '스튜디오 시스템에서 독립 영화 산업으로', '주로 할리우드에서 촬영하는 것부터 전국 각지의 로케이션 촬영까지', '시네마스코프에서 키네스코프까지']",1
239,us_history,[생산 계급과 국가의 자금력 사이에 경쟁이 벌어지고 있습니다. . . . 노동자들은 노동 수익의 정당한 비율을 받을 권리가 있다. 다음 중 1894년에 이 주장을 한 사람은 누구입니까?,"['은행가 J. P. 모건', '자동차 제조업체 헨리 포드', '철도 소유주 조지 풀먼', '노동 지도자 유진 V. 뎁스', '그로버 클리블랜드 사장']",4
240,us_history,전근대 남부의 경제는 주로 다음에 의존했습니다.,"['배송 및 무역', '제조 및 숙련된 노동력', '정부 고용', '토지 및 노예', '외국인 투자']",4
241,us_history,아나사지는 어느 아메리카 원주민 민족의 조상인가요?,"['이로쿼이', '마을', '체로키', '세미놀', 'Choctaw']",2
242,us_history,미국은 1930년대에 유럽에서 어떤 정부 형태의 부상에 대응하기 위해 중립성 법을 채택했습니까?,"['무정부 상태', '독재', '공산주의', '군주제', '파시즘']",5
243,us_history,"이 잔혹한 판결은 미국 헌법과 정부 하에서 유색인종은 아무것도 아니며, 권리를 박탈당하고 타락한 계급일 뿐이라는 이미 잘 알려진 사실을 최종적으로 확인시켜 주었습니다. 위 인용문의 화자는 아마도 다음 중 어느 대법원 판결에 대한 반응이었을까요?","['드레드 스콧 대 샌포드', '파월 대 앨라배마', '코레마츠 대 미국', '스웨트 대 페인터', '기드온 대 웨인라이트']",1
244,us_history,다음 중 자신이 모셨던 대통령이 암살당했을 때 대통령직을 승계하지 않은 사람은?,"['시어도어 루즈벨트', '프랭클린 D. 루즈벨트', '린든 B. 존슨', '앤드류 존슨', '체스터 A. 아서']",2
245,us_history,다음 중 미국의 지역 소설가 중 대평원 주에 대한 이야기로 유명한 작가는?,"['윌라 캐더', '마크 트웨인', '브렛 하르트', '잭 런던', '에디스 와튼']",1
246,us_history,브리검 영이 미국 역사에서 중요한 이유는 다음과 같습니다.,"['1840년대 후반 유타주에 정착하기 위해 몰몬교도들의 이주를 이끌었습니다.', '알라모 이후 미국과 멕시코의 조약을 비난했습니다.', '1830년대 캘리포니아로 정착민을 이끌었습니다.', '몰몬교의 일부다처제 관행을 비난했습니다.', '1857년 비몰몬교 정착민을 돕기 위해 우테 국가에 대한 공격을 주도했습니다.']",1
247,us_history,"다음 중 1912년 올림픽에서 당시 ""세계 최고의 선수""로 불렸던 선수는?","['짐 브라운', '제시 오웬스', '밥 마티아스', '짐 소프', '레이퍼 존슨']",4
248,us_history,1700년대 중반 대각성운동의 강조점은 다음과 같은 개인 구원에 있었다.,"['정교 분리', '예정', '하나님의 절대적인 능력에 대한 믿음', '천국이나 지옥의 존재 없음', '영국 군주의 신성']",3
249,us_history,다음 항목은 모두 쿠 클럭스 클랜의 전통적인 폭력의 표적이었습니다:,"['아프리카계 미국인', '가톨릭 신자', '유대인', '이민자', '루터교']",5
250,us_history,1980년대 미국 사회에 가장 큰 영향을 미친 신기술은 무엇인가요?,"['연료 분사 엔진', 'SST', '챌린저 우주 왕복선', 'DVD 플레이어', '개인용 컴퓨터']",5
251,us_history,다음 중 토머스 제퍼슨의 첫 취임 연설에서 인용한 것은?,"['우리는 서로 다른 이름으로 불렀지만, 같은 원칙을 가진 형제입니다. 우리는 모두 공화당원이고 모두 연방주의자입니다.', '두려워할 것은 두려움 그 자체뿐이라는 확고한 믿음을 말씀드리겠습니다.', '미국이 여러분을 위해 무엇을 할 것인지가 아니라 인간의 자유를 위해 우리가 함께 무엇을 할 수 있는지 물어보세요.', '지금 우리는 거대한 내전을 치르고 있으며, 그 국가가, 또는 그처럼 헌신적인 국가가 오래 지속될 수 있는지 시험하고 있습니다.', '이제는 이 거대 산업을 다시 일깨우고, 정부의 재정 건전성을 회복하고, 징벌적 세금 부담을 완화해야 할 때입니다.']",1
253,us_history,시어도어 루즈벨트의 1904년 선거 공약은 다음과 같이 모든 사람이 공정한 거래를 할 수 있도록 보장하는 것이었습니다.,"['오클라호마 영토의 정사각형 땅을 매핑하세요.', '신뢰 제한, 공중 보건 증진 및 근무 조건 개선', '연방 예산 균형 맞추기', '석유 회사에 소규모 기업을 인수할 수 있는 권리 부여', '정액 소득세 도입']",2
254,us_history,브라운 대 교육위원회에 대한 대법원의 판결에 따라 다음과 같은 행위가 불법이 되었습니다.,"['낙태', '공립학교에서 진화론 교육', '인종별로 공립학교 분리', '공립학교에서 기도하기', '공립학교에서 충성 서약서 낭독하기']",3
255,us_history,정치적 위기에 대한 주식 시장의 일반적인 반응은 다음과 같습니다.,"['증권 거래소가 일주일 동안 문을 닫을 수 있도록', '주가 상승 및 매수 증가', '국채에 대한 지불 중단', '주가 하락 및 매도 증가', '외국인 투자 증가']",4
256,us_history,"빨갱이, 스파이, 배신자, 외국 요원들을 조심하세요! 캡틴 아메리카와 그 뒤에 충성스러운 자유인들이 여러분을 찾고 있습니다. 이 인용문은","['보드빌 스타', '대통령 라디오 발표', '신문 칼럼', '라디오 드라마', '만화책 속 슈퍼히어로']",5
257,us_history,다음 중 19세기 발명품의 성공이 철도의 성장과 직접적인 관련이 있는 것은?,"['전화', '자동차', '탈곡기', '텔레그래프', '콜트 리볼버']",4
258,us_history,각 하원의 3분의 2 과반수와 주의회 3분의 2의 요청에 따라 의회가 소집하는 전당대회가 처음에 두 가지 방법입니다.,"['헌법 개정안 제안', '대통령 소환', '헌법 개정안 비준', '헌법 개정안 폐지', '외국 세력에 대한 전쟁 선포']",1
259,us_history,대항해 시대에 크리스토퍼 콜럼버스와 다른 탐험가들은 지리학자들의 지도를 연구하여 항해를 계획하고,"['수학자', '천문학자', '군 장군', '점성가', '연금술사']",2
260,us_history,절제 운동은 1820년대에 다음과 같은 시도로 시작되었습니다.,"['범죄자에게 더 관대한 형량을 가져올 수 있습니다.', '아일랜드에서의 입국 제한 완화', '의회가 아메리카 원주민 종교 관습에 관용을 베풀도록 설득하기', '정신병원과 교도소에 개혁을 가져오다', '사람들이 알코올 섭취를 제한하도록 설득하기']",5
261,us_history,다음 중 뉴딜 정책으로 만들어지거나 통과되지 않은 것은 무엇인가요?,"['작업 진행 관리', '사회 보장법', '민권법', '증권 거래 위원회', '민간인 보호 봉사단']",3
262,us_history,남북전쟁 전투가 발생하지 않은 주는 어디인가요?,"['뉴욕', '펜실베니아', 'Maryland', 'Virginia', '사우스 캐롤라이나']",1
263,us_history,1840년대 매사추세츠주 로웰의 공장 노동자에 대한 다음 진술은 모두 사실입니다:,"['그들은 항상 엄격하게 감독을 받았습니다.', '이들은 보통 일주일에 70시간 이상 근무했습니다.', '대부분은 부유한 가정 출신입니다.', '그들은 직접 잡지를 작성하고 발행했습니다.', '거의 대부분이 여성이었습니다.']",3
264,us_history,미국을 방문한 다음 외국인 여행자들은 모두 미국 사회에 대한 관찰을 바탕으로 유명한 책을 썼습니다:,"['알렉시스 드 토크빌', '프랜시스 트롤로프', '패니 켐블', '찰스 디킨스', '오스카 와일드']",5
265,us_history,케네디 행정부 시절 미국은 다음 국가를 제외한 모든 국가와 무력 적대 행위를 벌였습니다:,"['콩고', 'Laos', '베트남', '쿠바', '북한']",5
266,us_history,"""메인을 기억하라!""는 외침은 다음과 관련이 있습니다.","['멕시코 전쟁', '남북 전쟁', '스페인-미국 전쟁', '제1차 세계 대전', '쿠바 미사일 위기']",3
267,us_history,1773년 차법이 통과되었을 때 식민지 주민들은 어떻게 반응했나요?,"['그들은 우표 검사관들에게 타르와 깃털을 뿌렸습니다.', '그들은 네덜란드에서 밀수입한 차만 마셨습니다.', '그들은 매사추세츠의 왕실 헌장 철회를 요구했습니다.', '그들은 더 이상 차를 마실 수 없게 되자 커피를 재배하기 시작했습니다.', '그들은 모든 식민지의 대표들을 필라델피아에 모일 것을 요청했습니다.']",2
268,us_history,포니 익스프레스는 왜 18개월밖에 지속되지 않았을까요?,"['너무 많은 기수와 말이 탈진과 학대로 사망했습니다.', '라이더들이 운반하는 우편물은 너무 귀중해서 강도의 지속적인 공격 위험에 노출되어 있었습니다.', '대륙 횡단 텔레그래프 시스템이 완성되면서 포니 익스프레스는 더 이상 쓸모가 없어졌습니다.', '메일 서비스가 너무 비싸서 소유자가 계속 사용할 수 없게 되었습니다.', '남북전쟁으로 인해 미국의 모든 우편 서비스가 중단되었습니다.']",3
269,us_history,식민지 통신 위원회의 목적은 무엇이었나요?,"['영국의 식민지 인권 침해에 대해 대중에게 알리기 위해', '13개 식민지 간 우편 배달 서비스를 유지하기 위해', '의회가 통과시킨 인기 없는 법안에 항의하는 편지를 의회에 보내기 위해', '특정 영국 공무원의 범죄를 고발하는 익명의 편지를 유포하는 행위', '영국으로부터의 식민지 독립을 논의하기 위해 전국 대의원 대회를 소집합니다.']",1
270,us_history,1930년 스무트-할리 관세의 영향은 다음과 같습니다.,"['대중의 분노를 불러 일으킨 독일산 수입품에 대한 관세 인하', '오대호 주에서 어려움을 겪은 캐나다 상품에 대한 관세 인하', '1930년대 글로벌 경기 침체의 원인이 된 높은 관세', '담배에 대한 수출세', '상원의원 급여 인상']",3
271,us_history,"성조기는 1812년 전쟁 중에 만들어진 깃발로, 다음의 생존을 기념합니다.","['뉴욕의 포트 티콘데로가', '펜실베이니아 서부의 포트 듀크네', '메릴랜드의 포트 맥헨리', '사우스 캐롤라이나의 포트 섬터', '오하이오의 포트 빈센트']",3
272,us_history,'공중전'이라는 용어는 어떤 전쟁에서 어떤 종류의 전투를 의미하나요?,"['한국에서의 백병전', '1812년 전쟁의 해전', '제2차 세계대전에서 독일과 미국의 군견 부대 활동', '스페인-미국 전쟁의 정글 전투', '제1차 세계대전의 공중 전투']",5
273,us_history,드와이트 D. 아이젠하워는 1952년 다음과 같은 공약을 내세워 대통령에 당선되었습니다.,"['경제 활성화, 정부 개혁, 한국 전쟁 종식', '유럽에 평화를 가져오고 대공황을 종식시키다', '유엔을 설립하고 소득세를 폐지합니다.', '노동조합의 성장을 막고 공산주의 쿠바를 공격합니다.', '위대한 사회를 구현하고 소련과 동맹을 체결합니다.']",1
274,us_history,"지미 카터 대통령은 1977년 에너지 부를 창설했는데, 이는 주로","['미국 석탄 자원의 고갈', '열원으로서의 등유의 성장', '전력 과잉', '원자력 발전소의 인기', '치솟는 국제 유가']",5
275,us_history,다음을 제외하고 모두 수정헌법 제19조 비준을 위한 활동가였습니다:,"['해리엇 스탠튼 블래치', '해리엇 비처 스토우', '수잔 B. 앤서니', '캐리 채프먼 캣', '앨리스 폴']",2
276,us_history,미국 식민지 주민들은 의회의 다음 법안을 모두 '참을 수 없는 행위'라고 불렀습니다:,"['사법 행정법', '보스턴 항만법', '매사추세츠 주 정부법', '분기법', '인지법']",5
277,us_history,다음을 제외한 모든 문화는 중남미 문화입니다:,"['아즈텍', '올멕', '마야', '톨텍', '수']",5
278,us_history,먼로 독트린에 따르면 미국은 다음을 수행합니다.,"['어떤 유럽 세력도 미국 영토를 식민지화하는 것을 허용하지 않습니다.', '라틴 아메리카를 식민지화하려는 시도를 미국에 대한 적대적인 시도로 간주합니다.', '라틴 아메리카 식민지가 유럽 모국에 반란을 일으키도록 부추깁니다.', '라틴 아메리카의 혁명과 독립을 위한 전쟁을 적극 지원합니다.', '라틴 아메리카를 식민지화하려는 유럽 세력 지원']",2
279,us_history,미국이 1940년 영국과 대서양 헌장에 서명하기로 합의한 이유는 무엇인가요?,"['독일의 벨기에와 프랑스 정복', '독일의 오스트리아 침공', '독일에서 히틀러의 집권', '이탈리아에서 무솔리니의 집권', '스위스의 중립성 선언']",1
280,us_history,다음 중 남북전쟁 이후 미시시피 계곡의 인종 관계에 대한 가장 정확한 정보를 역사가에게 제공할 수 있는 자료는?,"['마크 트웨인의 허클베리 핀의 모험 사본', '스티븐 포스터의 노래 가사', '그 기간 동안 아칸소 주지사의 일기', '해당 지역의 세금 목록', '해당 지역의 지역 및 주 법률에 대한 기록']",5
281,us_history,다음 중 1920년대의 중요한 문화적 상징은 무엇인가요?,"['욕조 진', '빵 라인', '리베터 로지', '폭탄 대피소', '푸들 스커트']",1
284,us_history,1812년 전쟁 당시 미국 제조업의 증가는 전쟁이 미국 경제에 미친 영향에 대해 무엇을 시사하나요?,"['미국 국민들의 수입 의존도가 낮아지면서 경제가 번영했습니다.', '무역 수준이 사상 최저치로 떨어지면서 경제가 급락했습니다.', '경제의 중심이 농업에서 제조업으로 이동하기 시작했습니다.', '경제는 중앙은행과 주식 시장의 건전성에 의존하게 되었습니다.', '경제는 수입 증가와 수출 시장 부족으로 어려움을 겪었습니다.']",1
285,us_history,"""이 연합 식민지들은 자유롭고 독립된 국가이며, 당연히 그래야 한다""는 1776년 결의안을 작성한 식민지는 어디입니까?","['매사추세츠', '펜실베니아', '로드 아일랜드', '뉴욕', 'Virginia']",5
286,us_history,1763년 포고문은 다음 중 어느 것을 요구했나요?,"['모피 상인은 애팔래치아 산맥 서쪽 영토에 정착하기 전에 허가를 받아야 합니다.', '아메리카 원주민이 식민지 개척지를 따라 정착하는 것을 허용하지 않는다.', '영국이 대서양 연안과 미시시피 강 사이의 모든 땅에 대한 통제권을 포기한 것', '프랑스가 영국에 아이티를 포기한 이유', '스페인이 영국에 북미 식민지를 포기한 이유']",1
287,us_history,이로쿼이족은 왜 프랑스와 인도 전쟁이 끝날 무렵 영국을 지지하기로 결정했을까요?,"['영국인은 프랑스인보다 이로쿼이족을 더 잘 대했습니다.', '이로쿼이족은 영국에 대한 개인적인 충성심을 느꼈습니다.', '이로쿼이족은 영국이 전쟁에서 승리할 것이라고 정확하게 예측했고, 패자의 편에 서고 싶지 않았습니다.', '이로쿼이족은 전략적인 순간에 프랑스군을 배신할 계획을 세우고 있었습니다.', '이로쿼이족은 프랑스군을 캐나다에서 몰아내기로 결심했습니다.']",3
288,us_history,1860년 선거에서 에이브러햄 링컨에게 많은 표를 던지지 않은 지역은 어디인가요?,"['남동쪽', '그레이트 레이크', '동북', '태평양 연안', '대서양 중부']",1
289,us_history,루이지애나 매입 당시 다음 국가를 제외한 모든 국가가 북미 대륙의 영토를 주장했습니다:,"['프랑스', '영국', '네덜란드', '스페인', '미국']",3
290,us_history,민권 운동의 지도자 마틴 루터 킹 주니어는 다음과 같은 방식으로 비폭력 시위를 옹호하고 실천했습니다.,"['데이비드 듀크', '마하트마 간디', '골다 메이어', '투생 루베르트르', '데이비드 벤 구리온']",2
291,us_history,미국 식민지 주민들은 다음과 같은 이유를 제외하고는 모두 차법에 반대했습니다:,"['미국에서 판매되는 다른 차에 비해 동인도 컴퍼니의 차 가격이 높습니다.', '동인도 차 가격에 추가되는 세금', '차법이 식민지 상인들에 비해 영국 상인들에게 준 이점', '차 법에 대해 투표한 적이 없다는 사실', '동인도 차를 받아들이면 의회가 다른 제품에 세금을 부과할 것이라는 믿음이 있었기 때문입니다.']",1
293,us_history,미주리 타협안은 다음과 같이 제안했습니다.,"['미국은 노예 보유 주와 자유 주 사이에 고르게 균형을 유지합니다.', '노예제는 미주리 북부 국경 남쪽의 영토와 주에서만 허용될 것입니다.', '노예 무역은 영구적으로 끝날 것이지만 노예 보유 국가는 지위를 변경할 필요가 없습니다.', '모든 노예는 해방되지만 임금을 받고 농장에서 계속 일하게 될 것입니다.', '농장주들은 노예를 키울 수 있었지만 노예를 인도적으로 대우하는 법적 계약에 서명했습니다.']",1
