Unnamed: 0,id,subject,question,choices,answer,paragraph
697,723,us_history,"""저는 그 거친 초원에 홀로 서 있었습니다. 서쪽을 바라보니 남편이 평원 위를 천천히 달리고 있었고 [...] 다시 동쪽으로 얼굴을 돌리니 사랑하는 여동생의 발걸음이 우리 사이의 거리를 빠르게 벌리고 있었습니다. 한동안 나는 어느 길로 가야 할지, 누구를 따라야 할지 몰랐다. 그러나 잠시 후 나는 힘을 모았고... 곧 남편과 아이를 안고 초원을 가로질러 천천히 움직이는 남자들을 추월했습니다."" 다음 중 서부로 여행을 시작한 한 여성의 일기에서 발췌한 내용 중 사실이 아닌 것은?","['개척자 정신을 반영합니다.', '서쪽으로 가는 것에 대한 남편과 아내의 갈등을 묘사합니다.', '이는 일부 사람들이 얼마나 비이성적으로 우유부단했는지 보여줍니다.', '미지의 세계로 나아가는 것에 대한 두려움을 묘사합니다.', '이는 아내가 결국 언니 대신 남편과 아이를 선택했음을 보여줍니다.']",이는 일부 사람들이 얼마나 비이성적으로 우유부단했는지 보여줍니다.,"그 거친 초원에 홀로 서 있던 여성의 일기에서 발췌한 내용은 서부로의 긴 여정을 시작하는 순간을 생생하게 묘사하고 있다. 그녀는 서쪽을 바라보며 남편이 평원 위를 천천히 달리고 있는 모습을 보았다. 동쪽으로 고개를 돌리자, 사랑하는 여동생이 그들 사이의 거리를 빠르게 벌리고 있었다. 이 장면은 가족 간의 복잡한 감정과 선택의 순간을 잘 나타낸다.

여성은 한동안 어느 길로 가야 할지, 누구를 따라야 할지 고민에 빠졌다. 그러나 그녀는 곧 마음을 다잡고 힘을 모았다. 그 결과, 남편과 아이를 안고 초원을 가로질러 천천히 움직이는 다른 남자들을 추월할 수 있었다.

이 일기는 개척자 정신을 반영하며, 미지의 세계로 나아가는 두려움과 동시에 가족을 위한 결단력을 보여준다. 그러나 이 여성의 선택은 단순히 남편과 아이를 따르는 것으로 끝나지 않았다. 그녀는 가족 간의 갈등과 사랑을 모두 고려한 결정을 내린 것으로 보인다.

이 일기는 서부로의 여행이 단순한 모험이 아니라, 많은 감정과 선택이 얽힌 복잡한 과정임을 잘 보여준다."
698,724,us_history,재건기 이후 남부 주에서 통과된 짐 크로우 법의 효과는 다음과 같습니다.,"['아프리카계 미국인에 대한 투표 요건을 더 엄격하게 적용합니다.', '많은 아프리카계 미국인들이 시민권을 상실했습니다.', '백인에 의해, 백인을 위해 운영되는 경제와 흑인에 의해, 흑인을 위해 운영되는 경제가 분리되어 있습니다.', '아프리카계 미국인의 충성도가 공화당에서 민주당으로 이동하고 있습니다.', '공공 시설에서의 인종 차별을 금지합니다.']",공공 시설에서의 인종 차별을 금지합니다.,"재건기 이후 남부 주에서는 짐 크로우 법이라는 일련의 법률과 규정이 통과되었습니다. 이 법들은 주로 아프리카계 미국인들의 권리를 제한하고 인종 차별을 제도화하는 데 목적이 있었습니다.

짐 크로우 법의 주요 효과 중 하나는 공공 시설에서의 인종 분리를 강화하는 것이었습니다. 이로 인해 학교, 병원, 공원 등 다양한 공공 시설에서 아프리카계 미국인과 백인이 철저히 분리되었습니다. 이러한 분리는 단순히 물리적 공간의 분리에 그치지 않고, 사회적 지위와 기회의 불평등을 심화시켰습니다.

또한, 이 법들은 아프리카계 미국인들에게 불리한 투표 요건을 적용하여 그들의 정치적 참여를 제한했습니다. 많은 아프리카계 미국인들이 시민권을 상실하거나 투표할 수 없게 되었고, 이는 그들의 정치적 영향력을 크게 약화시켰습니다.

경제적 측면에서도 짐 크로우 법은 흑인과 백인의 경제 활동을 철저히 분리시켰습니다. 흑인은 백인이 운영하는 경제와 흑인이 운영하는 경제로 나뉘어, 상호 교류가 거의 없는 상태로 유지되었습니다. 이는 흑인의 경제적 기회를 제한하고 빈곤을 고착화하는 결과를 낳았습니다.

이러한 법적, 사회적 변화는 아프리카계 미국인들의 정치적 성향에도 영향을 미쳤습니다. 많은 아프리카계 미국인들이 공화당에서 민주당으로 정치적 충성도를 이동시키게 되었습니다. 이는 남부의 정치 지형에 큰 변화를 가져왔습니다.

결론적으로, 짐 크로우 법은 남부 사회 전반에 걸쳐 인종 차별을 제도화하고, 아프리카계 미국인들의 권리와 기회를 심각하게 제한하는 역할을 했습니다."
699,725,us_history,1880년대 아메리카 원주민 사이에서 고스트 댄스 운동이 번성했던 이유는 무엇일까요?,"['많은 아메리카 원주민은 백인과의 분쟁에서 자신을 보호해 줄 것이라고 믿었습니다.', '인기 관광 명소가 되었습니다.', '많은 아메리카 원주민들은 극심한 가뭄이 끝날 것이라고 믿었습니다.', '이는 아메리카 원주민의 젊은 세대가 원로들의 권위에 저항할 수 있는 방법이었습니다.', '마침내 미국 주류 문화에서 아메리카 원주민 문화가 존중받고 인정받게 되었습니다.']",많은 아메리카 원주민은 백인과의 분쟁에서 자신을 보호해 줄 것이라고 믿었습니다.,"1880년대 아메리카 원주민 사회에서 고스트 댄스 운동이 급속히 확산된 배경에는 여러 가지 요인이 있었다. 이 운동은 주로 네브래스카와 몬타나 지역의 다양한 부족들 사이에서 시작되었으며, 그 중심에는 새로운 종교적 신념이 자리 잡고 있었다.

고스트 댄스는 전통적인 춤과 의식을 통해 영적인 힘을 얻고, 백인 정착자들과의 갈등 속에서 원주민들의 생존을 도모하려는 목적을 가지고 있었다. 많은 원주민들은 이 춤이 백인들의 억압으로부터 자신들을 보호해 줄 것이라고 믿었다. 특히, 이 운동은 자연 재해와 기근으로 고통받던 원주민들에게 희망의 메시지를 전달했다.

고스트 댄스의 핵심 교리는 '모든 것이 다시 돌아올 것'이라는 믿음이었다. 이는 극심한 가뭄과 같은 자연 재해가 끝날 것이라는 기대와 맞물려 있었다. 또한, 이 운동은 젊은 세대가 원로들의 권위에 저항할 수 있는 새로운 방식을 제공했다. 그들은 전통적인 방식에 얽매이지 않고, 새로운 형태의 저항과 결속을 모색했다.

결론적으로, 고스트 댄스 운동은 단순한 종교적 움직임을 넘어, 원주민들이 자신들의 정체성을 지키고 생존을 도모하기 위한 중요한 수단이었다. 이 운동은 미국 정부와의 갈등 속에서 원주민들에게 일종의 희망과 연대감을 제공했다."
700,726,us_history,헨리 텔러 상원의원은 1898년 스페인에 대한 선전포고에 투표하는 조건으로 다음과 같은 조건에 동의했습니다.,"['미국이 스페인을 물리치면 쿠바는 독립을 인정받게 됩니다.', '미국은 해외 소유물에 대한 모든 권리를 포기할 것입니다.', '미국이 전쟁에서 승리하면 스페인의 모든 영토는 미국의 소유가 됩니다.', '맥킨리 대통령은 진보적인 국내 의제를 시작했습니다.', '인종적으로 통합된 부대가 전쟁에 투입될 것입니다.']",미국이 스페인을 물리치면 쿠바는 독립을 인정받게 됩니다.,"1898년, 미국의 정치적 환경은 급격한 변화를 맞이하고 있었다. 헨리 텔러 상원의원은 당시 중요한 결정을 앞두고 있었다. 그는 스페인에 대한 선전포고를 투표하기 전에 몇 가지 조건을 제시했다. 이 조건들은 미국의 대외 정책과 국내 정치에 큰 영향을 미칠 수 있는 중요한 사항들이었다.

텔러 상원의원의 조건 중 하나는 전쟁의 결과로 쿠바의 독립 문제를 다루는 것이었다. 당시 미국은 스페인의 식민지였던 쿠바의 독립을 지지하고 있었으며, 전쟁에서 승리할 경우 쿠바가 독립을 인정받을 수 있는 기회를 모색하고 있었다. 이는 미국 내에서 스페인-미국 전쟁을 지지하는 주요 이유 중 하나로 작용했다.

또한, 전쟁의 결과로 미국이 해외 소유물에 대한 권리를 포기할 것인지에 대한 논의도 있었다. 이는 미국의 제국주의적 확장을 제한하려는 움직임으로 해석될 수 있었다. 그러나 이러한 조건은 실현되지 않았다.

전쟁의 또 다른 결과로, 미국이 승리할 경우 스페인의 모든 영토를 미국의 소유로 삼을 수 있다는 가능성도 제기되었다. 이는 미국의 영토 확장을 크게 촉진할 수 있는 방안이었다.

맥킨리 대통령은 전쟁을 통해 진보적인 국내 의제를 추진하려 했다. 그는 전쟁을 통해 국민의 단결과 애국심을 고취시키고, 국내 문제 해결을 위한 지지를 얻고자 했다.

마지막으로, 전쟁에 투입될 군대는 인종적으로 통합된 부대가 될 것이라는 조건도 포함되었다. 이는 당시 미국 사회의 인종 문제를 고려한 중요한 결정이었다.

이러한 조건들은 모두 전쟁의 성격과 결과에 대한 다양한 시각을 반영하고 있었다. 헨리 텔러 상원의원의 조건은 미국의 대외 정책과 국내 정치에 큰 영향을 미쳤으며, 전쟁의 결과는 미국의 역사적 방향을 크게 바꾸어 놓았다."
701,727,us_history,헨리 포드의 재정적 성공은 다음을 제외한 모든 것에서 기인할 수 있습니다.,"['조립 라인을 사용하여 93분마다 자동차를 생산합니다.', 'Model T의 가격을 850달러에서 300달러로 낮췄습니다.', '일당 5달러를 지급하여 노동자들을 자신의 인력으로 끌어들이고 있습니다.', '공장에서 숙련된 유럽 장인과 기계공들을 고용하여 품질을 보장합니다.', '프레드릭 윈슬로우 테일러의 아이디어를 바탕으로 효율적인 업무 프로세스를 만들었습니다.']",공장에서 숙련된 유럽 장인과 기계공들을 고용하여 품질을 보장합니다.,"헨리 포드는 20세기 초 자동차 산업의 혁신가로, 그의 재정적 성공은 여러 요인들에 의해 이루어졌습니다. 포드는 자동차 생산 방식을 근본적으로 변화시켜 대량 생산의 시대를 열었습니다.

포드의 가장 혁신적인 업적 중 하나는 조립 라인의 도입이었습니다. 이 시스템을 통해 포드는 자동차를 93분마다 생산할 수 있게 되었고, 이는 생산 비용을 크게 절감시켰습니다. 이러한 효율성 덕분에 포드는 Model T의 가격을 850달러에서 300달러로 낮출 수 있었습니다. 저렴한 가격은 더 많은 소비자들에게 자동차를 접근 가능하게 만들었고, 이는 판매 증가로 이어졌습니다.

또한, 포드는 노동자들의 만족도를 높이기 위해 일당 5달러를 지급하는 정책을 도입했습니다. 이는 당시로서는 파격적인 임금으로, 노동자들이 회사에 충성도를 가지게 하고 생산성을 높이는 데 기여했습니다. 이러한 전략은 포드의 인력을 안정적으로 유지하는 데 큰 도움이 되었습니다.

그러나 포드의 성공이 모든 면에서 조립 라인과 관련된 것은 아니었습니다. 그는 효율적인 업무 프로세스를 구축하기 위해 프레드릭 윈슬로우 테일러의 과학적 관리법을 일부 적용했지만, 이는 그의 유일한 전략이 아니었습니다. 포드는 품질을 보장하기 위해 숙련된 유럽 장인과 기계공들을 고용하는 전통적인 방법에도 의존했습니다. 이는 대량 생산의 초기 단계에서 품질 관리를 위한 중요한 요소였지만, 포드의 전반적인 성공을 설명하기에는 충분하지 않았습니다.

따라서 헨리 포드의 재정적 성공은 조립 라인의 도입과 저렴한 자동차 가격, 노동자 임금 정책 등 여러 요인의 복합적인 결과로 볼 수 있습니다."
702,728,us_history,20세기에 정치 과정에 대한 참여가 증가한 것 중 다음을 제외한 모든 항목이 증가했습니다.,"['수정헌법 제19조에 따라 여성에게 투표권이 부여되었습니다.', '미국 수정헌법 제17조에 따라 미국 상원의원의 직접 선거를 규정하고 있습니다.', '수정헌법 제14조, 자유인과 여성에게 시민권을 부여한 날입니다.', '1965년 투표권법.', '주 국민투표법 통과.']","수정헌법 제14조, 자유인과 여성에게 시민권을 부여한 날입니다.","20세기는 정치 참여의 확대와 민주주의 발전의 중요한 시기였습니다. 이 시기 동안 여러 가지 중요한 변화가 일어났으며, 이는 시민들의 정치적 권리와 참여를 크게 증대시켰습니다.

먼저, 여성의 투표권이 20세기 초반에 크게 확대되었습니다. 1920년 미국 수정헌법 제19조가 통과되면서 여성들은 전국적으로 투표할 권리를 얻게 되었습니다. 이는 여성의 정치적 참여를 촉진하는 중요한 전환점이 되었습니다.

또한, 1965년에는 미국에서 투표권법이 제정되어 인종 차별로 인해 투표권을 박탈당했던 많은 아프리카계 미국인들이 다시 투표에 참여할 수 있게 되었습니다. 이 법안은 미국의 민주주의를 강화하고 다양한 인종과 계층의 정치적 참여를 보장하는 데 큰 역할을 했습니다.

반면, 수정헌법 제14조와 관련된 내용은 1868년에 이미 통과되어 자유인과 여성에게 시민권을 부여한 바 있습니다. 이 헌법 조항은 주로 노예 해방과 시민권 보장에 초점을 맞추고 있었으며, 이후의 정치적 참여 확대와는 직접적인 관련이 없습니다.

주 국민투표법의 통과도 중요한 변화 중 하나였습니다. 이는 주 정부의 정책 결정 과정에 시민들의 직접적인 참여를 가능하게 하여, 지방 차원에서의 정치적 참여를 촉진했습니다.

따라서 20세기 동안 여성의 투표권 확대, 1965년 투표권법 제정, 그리고 주 국민투표법의 통과는 모두 정치 참여의 증가를 가져온 중요한 요소들이었습니다. 반면, 수정헌법 제14조와 관련된 내용은 이미 19세기 말에 이루어졌기 때문에 20세기의 정치 참여 증가와는 직접적인 관련이 없습니다."
703,729,us_history,다음 중 정당방위를 위한 총기 소지를 옹호하는 단체는 어느 것인가요?,"['민주 사회를 위한 학생', '인종 평등 회의', '유색인종 진흥을 위한 전국 협회', '블랙 팬서 파티', '베트남의 날 위원회']",블랙 팬서 파티,"정당방위를 위한 총기 소지를 옹호하는 단체에 대해 알아보겠습니다. 현대 사회에서 개인의 안전과 권리를 보호하기 위해 총기 소지를 지지하는 여러 단체들이 존재합니다. 이들 단체는 주로 자기 방어와 법 집행 기관에 대한 신뢰 부족을 이유로 들며, 헌법적 권리로서의 총기 소지를 강조합니다.

그 중 하나는 미국 내에서 활동하는 정치 단체로, 이 단체는 인종 평등과 사회 정의를 목표로 하는 동시에 개인의 자유와 권리를 강력히 옹호합니다. 이 단체는 특히 흑인 커뮤니티의 권익을 보호하고 증진시키기 위해 노력하며, 총기 소지 권리를 중요한 요소로 간주합니다.

이 단체는 역사적으로도 중요한 역할을 해왔으며, 다양한 사회적 이슈에 대해 목소리를 내왔습니다. 그들의 활동은 종종 논란의 중심에 서 있지만, 많은 지지자들로부터 큰 호응을 얻고 있습니다.

따라서 정당방위를 위한 총기 소지를 옹호하는 단체로서 이 단체는 블랙 팬서 파티로 알려져 있습니다."
704,730,us_history,"사무엘 애덤스와 패트릭 헨리는 1787년 제안된 헌법에 반대했는데, 그 이유는 헌법이 다음과 같다고 생각했기 때문입니다.","['독립전쟁이 치러진 원칙을 훼손하지 않습니다.', '너무 많은 민주주의를 만들어냅니다.', '노예제도를 지지합니다.', '국가의 권리를 지원합니다.', '약한 경영진을 만듭니다.']",독립전쟁이 치러진 원칙을 훼손하지 않습니다.,"사무엘 애덤스와 패트릭 헨리는 1787년 제안된 헌법에 대해 강한 반대 의견을 표명했습니다. 이 두 인물은 헌법이 미국 독립전쟁의 원칙을 충분히 반영하지 못한다고 생각했습니다.

애덤스와 헨리는 특히 연방주의자들이 제안한 강력한 중앙 정부 구조에 대해 우려를 표명했습니다. 그들은 새로운 헌법이 주 정부의 권한을 약화시키고, 독립전쟁 동안 확립된 자치와 자유의 정신을 훼손할 수 있다고 보았습니다. 이들은 중앙 정부가 과도한 권력을 가지게 되면, 결국 국민의 권리를 침해할 가능성이 있다고 믿었습니다.

이들의 반대는 헌법 비준 과정에서 중요한 논쟁을 불러일으켰으며, 결국 헌법 수정안으로서의 권리장전(Bill of Rights)이 추가되는 계기가 되었습니다. 권리장전은 개인의 기본권을 보호하고 연방 정부의 권력을 제한하는 내용을 담고 있어, 애덤스와 헨리가 우려했던 문제들을 어느 정도 해소하는 역할을 했습니다.

따라서, 이 두 인물의 반대는 미국 헌법의 발전 과정에서 중요한 역할을 했으며, 그들의 우려는 이후 미국 정치사에 큰 영향을 미쳤습니다."
705,731,us_history,"I. ""캔자스-네브라스카 법은 노예제도의 추가 연장을 승인하고 있으며, 우리는 노예제도에 대해 가장 강력하게 항의해왔고 지금도 하고 있으며 앞으로도 계속 항의할 것입니다."" (1854) II.   ""영토는 여러 주의 공동 재산이었다. 주들의 공동 대리인으로서 의회는 어떤 주의 시민이 자신의 재산을 영토로 가져갈 권리를 거부 할 권한이 없습니다... 따라서 노예 제도는 영토에서 합법적입니다. 윌못이 운반한다면, 화, 화, 나는 노조에게 말한다."" (1850) III.  ""우리는 노예 소유주들이 1850년의 타협으로 영구화되기를 바랐던 평화를 더 이상 어지럽히기 전에 멈춰주기를 간청한다."" (1854) 다음 중 존 C. 캘훈이 지지했을 진술은 어느 것입니까?","['I', 'II', 'III', 'I 및 III', 'II 및 III']",II,"1850년대 미국은 노예제도를 둘러싼 심각한 갈등과 논쟁으로 가득 차 있었습니다. 이 시기의 주요 사건들과 인물들의 입장을 살펴보면, 당시 사회가 얼마나 분열되어 있었는지를 알 수 있습니다.

1854년에 통과된 캔자스-네브래스카 법은 노예제도의 확장을 허용하는 방향으로 작용했습니다. 이 법은 주민 자치를 통해 노예제를 결정할 수 있도록 했지만, 북부에서는 이를 강력히 반대했습니다. 북부에서는 노예제도에 대해 가장 강력하게 항의하며, 이에 대한 저항을 지속적으로 이어갔습니다.

한편, 1850년 타협안은 여러 주와 영토에서 노예제도의 지위를 규정하려는 시도였습니다. 이 타협안의 주요 내용 중 하나는 새로운 영토에서 노예제를 합법화하는 것이었습니다. 의회는 각 주의 시민이 자신의 재산을 영토로 가져갈 권리를 거부할 권한이 없다고 주장하며, 노예제도의 합법성을 강조했습니다. 이러한 입장은 남부 주들의 지지를 받았지만 북부에서는 큰 반발을 불러일으켰습니다.

1854년에 발표된 한 연설에서는 노예 소유주들이 1850년 타협안으로 인해 영구화되기를 바랐던 평화를 더 이상 어지럽히지 않기를 간청하는 내용이 포함되어 있었습니다. 이는 타협안이 가져온 갈등을 최소화하고자 하는 남부의 입장을 반영한 것이었습니다.

이러한 배경 속에서 존 C. 캘훈의 입장을 살펴보면, 그는 타협안을 지지했던 인물 중 하나로 알려져 있습니다. 캘훈은 타협안을 통해 노예제도의 확산을 막고, 북부와 남부 간의 갈등을 완화하려는 노력을 기울였습니다. 그의 입장은 남부의 경제적 이익을 보호하면서도, 연방의 통합을 유지하려는 목적을 가지고 있었습니다.

따라서, 캘훈이 지지했을 가능성이 높은 진술은 타협안의 주요 내용을 지지하는 입장이었을 것입니다. 이는 영토에서의 노예제 합법화와 관련된 주장을 포함하고 있으며, 의회의 결정을 존중하는 태도를 보였을 것입니다"
706,732,us_history,다음 중 남북전쟁 이후 통과된 다양한 블랙 코드에서 찾아볼 수 없는 조항은?,"['아프리카계 미국인의 무기 소지 금지', '인종 간 결혼 금지', '아프리카계 미국인이 주 방위군 부대에서 2년간 복무해야 한다는 요건', '아프리카계 미국인이 여행하고자 하는 경우 허가증을 취득해야 합니다.', '아프리카계 미국인의 배심원 봉사 금지']",아프리카계 미국인이 주 방위군 부대에서 2년간 복무해야 한다는 요건,"남북전쟁 이후 미국 남부에서는 아프리카계 미국인의 권리를 제한하기 위해 다양한 블랙 코드(Black Codes)가 제정되었습니다. 이러한 법들은 주로 인종 차별을 강화하고 흑인의 사회적, 경제적 지위를 억압하는 목적을 가지고 있었습니다.

블랙 코드는 여러 가지 조항을 포함하고 있었는데, 그 중 일부는 다음과 같습니다:

1. 아프리카계 미국인의 무기 소지 금지: 이 조항은 흑인들이 자신을 방어할 수 있는 능력을 제한하여 백인의 지배를 강화하려는 목적이 있었습니다.

2. 인종 간 결혼 금지: 이 법은 백인과 흑인의 결혼을 금지하여 인종 간의 사회적 통합을 막고자 했습니다.

3. 아프리카계 미국인의 배심원 봉사 금지: 흑인들은 배심원으로서 법적 절차에 참여할 수 없도록 하여 그들의 정치적 권리를 박탈했습니다.

4. 아프리카계 미국인이 여행하고자 하는 경우 허가증을 취득해야 합니다: 이 조항은 흑인들이 자유롭게 이동할 수 있는 권리를 제한하여 그들의 생활을 통제하려는 목적이 있었습니다.

이와 같은 블랙 코드들은 흑인들의 자유와 권리를 심각하게 제한했지만, 모든 조항이 동일한 방식으로 적용된 것은 아니었습니다. 예를 들어, 일부 블랙 코드에서는 아프리카계 미국인이 주 방위군 부대에서 복무해야 한다는 요건이 포함되지 않았습니다. 이는 흑인들이 군사적 의무를 통해 백인 사회에 통합될 가능성을 차단하려는 시도로 볼 수 있습니다.

따라서, 블랙 코드에서 찾아볼 수 없는 조항은 아프리카계 미국인이 주 방위군 부대에서 2년간 복무해야 한다는 요건입니다. 이 조항은 흑인의 군사적 참여를 제한함으로써 그들의 사회적 지위를 더욱 억압하려는 의도를 담고 있었습니다."
707,733,us_history,연방 정부는 다음과 같은 방법으로 대륙 횡단 철도 건설을 지원했습니다.,"['철도 회사에 무상으로 철과 강철을 제공합니다.', '공공 소유의 철도 회사를 조직합니다.', '프로젝트에 자금을 지원하기 위해 관세를 인상합니다.', '철도 회사에 토지 보조금을 제공합니다.', '프로젝트를 감독하기 위해 주정부 간 상거래 위원회를 설립했습니다.']",철도 회사에 토지 보조금을 제공합니다.,"19세기 후반, 미국의 대륙 횡단 철도 건설은 국가 경제와 교통 체계에 큰 변화를 가져왔습니다. 이 거대한 프로젝트를 성공적으로 추진하기 위해 연방 정부는 다양한 방법을 동원하여 지원을 아끼지 않았습니다.

연방 정부는 철도 건설을 촉진하기 위해 여러 가지 전략을 채택했습니다. 그 중 하나는 철도 회사들에게 토지 보조금을 제공하는 것이었습니다. 이는 철도가 통과할 예정인 지역의 토지를 저렴하게 또는 무상으로 제공함으로써, 철도 회사들이 건설 비용을 절감하고 더 많은 노선을 신속하게 확장할 수 있도록 돕는 방식이었습니다.

철도 회사들은 이러한 토지 보조금을 통해 새로운 노선을 개척하고, 더 많은 승객과 화물을 유치할 수 있었습니다. 이는 결국 철도 산업의 성장을 촉진하고, 미국 전역의 경제 발전에 기여하게 되었습니다.

또한, 연방 정부는 철도 회사들에게 철과 강철을 무상으로 제공하거나, 관세를 인상하여 프로젝트에 필요한 자금을 지원하는 등의 방법도 고려했습니다. 그러나 이러한 방법들은 토지 보조금만큼 직접적이고 효과적이지 않았습니다.

이와 함께, 주정부 간 상거래 위원회를 설립하여 프로젝트를 감독하고, 공공 소유의 철도 회사를 조직하는 등의 방안도 논의되었습니다. 그러나 이러한 조치들은 철도 건설의 속도와 효율성을 높이는 데 있어 제한적이었습니다.

결론적으로, 연방 정부의 다양한 지원 방법 중에서 철도 회사들에게 토지 보조금을 제공하는 것이 가장 효과적이고 지속 가능한 방식으로 평가되었습니다. 이는 철도 건설의 촉진과 더불어 미국의 경제적, 사회적 발전에 큰 기여를 하였습니다."
708,734,us_history,1898년 스페인-미국 전쟁을 종결한 파리 조약에는 다음 조항을 제외한 모든 조항이 포함되어 있습니다.,"['스페인이 푸에르토리코를 미국에 양도합니다.', '스페인은 하와이 제도를 미국에 양도했습니다.', '미국은 필리핀을 위해 스페인에 2천만 달러를 지불하기로 합의했습니다.', '괌이 미국 영토가 됩니다.', '쿠바의 독립을 승인합니다.']",스페인은 하와이 제도를 미국에 양도했습니다.,"1898년 스페인-미국 전쟁의 종결을 알린 파리 조약은 여러 중요한 영토 변화를 포함하고 있었다. 이 조약은 스페인 제국의 쇠퇴와 미국의 제국주의 확장을 상징하는 중요한 사건이었다.

조약의 주요 내용 중 하나는 스페인이 푸에르토리코를 미국에 양도한 것이었다. 이로 인해 푸에르토리코는 미국의 자치령이 되었고, 이는 미국의 라틴 아메리카 지역에 대한 영향력을 크게 확대하는 계기가 되었다.

또한, 쿠바의 독립이 승인되었다. 이는 스페인의 식민지였던 쿠바가 독립 국가로서의 길을 걷게 되는 중요한 전환점이었다. 그러나 쿠바의 완전한 독립은 후속 조약과 협상을 통해 점진적으로 이루어졌다.

한편, 괌은 미국의 영토로 확정되었다. 이는 태평양 지역에서 미국의 군사적, 경제적 입지를 강화하는 데 중요한 역할을 했다.

그러나 하와이 제도에 대한 언급은 파리 조약에 포함되지 않았다. 하와이는 이미 미국의 영토로 편입되어 있었기 때문에, 조약에서 별도로 언급할 필요가 없었다. 이는 당시 미국의 영토 확장 정책과 관련된 논란을 불러일으켰다.

이 조약은 미국에게 큰 영토적 이득을 안겨주었으며, 스페인의 식민지 제국은 급격히 축소되었다. 이러한 변화는 이후 미국의 국제적 위상과 제국주의 정책에 큰 영향을 미쳤다."
709,735,us_history,다음 중 1920년대에 민주당이 대통령직에 당선되지 못한 이유는 무엇입니까?,"['짐 크로우 법에 대한 반대는 남부 유권자들을 소외시켰습니다.', '내부적으로는 도시 온건파와 농촌 보수파 사이에 분열이 존재했습니다.', '미국의 제1차 세계대전 개입에 반대했습니다.', '유권자들은 민주당이 대공황에 책임이 있다고 생각했습니다.', '유권자들은 더불어민주당이 대기업에 지나치게 우호적이라고 인식했습니다.']",내부적으로는 도시 온건파와 농촌 보수파 사이에 분열이 존재했습니다.,"1920년대 미국 정치사에서 민주당의 대통령 당선 실패는 여러 복합적인 요인들에 기인했습니다. 이 시기 민주당은 내부적인 분열로 인해 큰 어려움을 겪었습니다. 특히 도시 온건파와 농촌 보수파 간의 갈등이 두드러졌습니다.

도시 지역에서는 보다 진보적이고 개혁적인 정책을 지지하는 온건파가 강세를 보였지만, 농촌 지역에서는 전통적이고 보수적인 가치를 중시하는 보수파가 주도적인 역할을 했습니다. 이러한 이념적 차이는 민주당 내에서 협력과 단결을 저해하는 주요 원인이 되었습니다.

또한, 민주당은 당시 사회적 변화와 경제적 발전에 대한 다양한 견해를 가지고 있었습니다. 이는 당 내부의 정책 조율을 어렵게 만들었고, 결국 단일한 후보를 내세우는 데 실패하게 되었습니다. 이러한 분열은 민주당이 1920년대 대통령 선거에서 승리하지 못하는 중요한 이유 중 하나로 작용했습니다.

따라서, 민주당의 내부 분열은 당의 정치적 입지를 약화시키고, 결과적으로 대통령직에 당선되지 못하는 주요 원인이 되었습니다."
710,736,us_history,"허버트 후버의 ""견고한 개인주의""에 대한 생각은 다음과 같이 제안했습니다.","['사람들은 내면의 힘과 자원을 통해 힘든 시기를 이겨낼 수 있었습니다.', '정부는 어려운 시기를 겪고 있는 국민에게 직접적인 지원을 제공해야 합니다.', '국민의 기본적인 필요는 모두 정부의 전적인 책임입니다.', '어려운 시기에는 뛰어난 개인이 권력을 행사해야 했습니다.', '정부와 국민은 국민의 안녕을 위해 동등한 책임을 공유해야 하는 파트너입니다.']",사람들은 내면의 힘과 자원을 통해 힘든 시기를 이겨낼 수 있었습니다.,"허버트 후버는 1920년대와 1930년대 미국의 대통령으로서, 경제 대공황과 같은 어려운 시기에 대한 대응 방식을 통해 그의 정치 철학을 드러냈습니다. 후버는 개인의 힘과 자원을 중시하는 ""견고한 개인주의""를 강조했습니다. 그는 사람들이 스스로의 내면적 힘과 자원을 통해 위기를 극복할 수 있다고 믿었습니다.

후버는 정부의 역할이 제한적이어야 한다고 생각했으며, 국민들이 자립할 수 있는 환경을 조성하는 것이 중요하다고 보았습니다. 그의 접근 방식은 당시 많은 논란을 불러일으켰는데, 이는 정부가 적극적으로 개입해야 한다는 다른 의견들과 충돌했기 때문입니다.

후버는 경제적 어려움 속에서도 개인의 책임감과 노력이 중요하다고 주장했습니다. 그는 정부가 직접적인 지원을 제공하기보다는, 국민들이 스스로 문제를 해결할 수 있도록 돕는 역할을 해야 한다고 믿었습니다. 이러한 철학은 그의 정책 결정에 큰 영향을 미쳤으며, 후버의 리더십 스타일을 정의하는 중요한 요소로 작용했습니다.

따라서, 후버의 ""견고한 개인주의""는 개인의 내면적 힘과 자원을 통해 어려운 시기를 극복할 수 있다는 믿음에 기반을 두고 있었습니다. 이는 당시의 사회적, 경제적 문제를 해결하는 데 있어 중요한 관점을 제공했지만, 동시에 많은 비판을 받기도 했습니다."
