,id,subject,question,choices,answer
146,153,world_history,Japan and the countries of Western Europe were most similar around the thirteenth century in that both,"['established strong centralized governments', 'experienced a series of civil wars', 'developed intricate feudal systems', 'advanced the social status of women', 'endured invasion by Mongol forces']",developed intricate feudal systems
147,155,world_history,The influence of Minoan culture on Mycenaean culture was MOST evident in the Mycenaean,"['written language', 'interest in metallurgy', 'system of trade', 'social class structure', 'religious practices']",written language
148,156,world_history,"In 1975, the Khmer Rouge, led by Pol Pot, attempted to establish communist rule in which country?","['Thailand', 'Cambodia', 'Laos', 'Malaysia', 'Burma']",Cambodia
149,157,world_history,"The Balfour Declaration, issued by Britain in 1917, clarified England's position on the","['Indian movement for independence from British rule', 'discriminatory South African policy of apartheid', 'establishment of a Jewish state in Palestine', 'formation of the Soviet Union under Lenin', 'proposed terms of German surrender in World War I']",establishment of a Jewish state in Palestine
150,158,world_history,"In 1908, facing international criticism for his harsh treatment of the Congolese in the Congo Free State, King Leopold II was forced to","['agree to Congolese independence and abdicate', 'relinquish his control and pay reparations', 'surrender his authority in the Congo to British forces', 'cede control of the Congo Free State to the Belgian government', 'adopt humanitarian policies that ended hostilities']",cede control of the Congo Free State to the Belgian government
151,159,world_history,The Upanishads contain the core philosophy and central teachings of which world religion?,"['Buddhism', 'Hinduism', 'Jainism', 'Shintoism', 'Zoroastrianism']",Hinduism
152,160,world_history,Which of the following was a significant change instituted during the reign of the 'Abbāsid Empire?,"['Non-Arab Muslims were allowed to hold civil and military office.', 'The Islamic capital was moved from Mecca to Damascus.', 'A hereditary method of succession was put in place.', 'Islam was divided into the major sects of Sunni and Shia.', 'The Byzantine capital of Constantinople was conquered.']",Non-Arab Muslims were allowed to hold civil and military office.
153,161,world_history,Early human cultures in the Paleolithic Age were characterized by all of these EXCEPT the,"['development of language', 'prevalence of hunter-gatherers', 'emergence of agriculture', 'appearance of artwork', 'practice of funereal rituals']",emergence of agriculture
154,162,world_history,The Ottoman policy of devsirme primarily served to,"['cement governmental control', 'increase military manpower', 'maintain religious freedom', 'improve agricultural productivity', 'ensure economic stability']",increase military manpower
155,163,world_history,Which of these was NOT one of the global effects of the Industrial Revolution?,"['Decline in the colonization of foreign territories by industrial powers', 'Widening of the divide between industrialized and non-industrialized nations', 'Lessening of isolation between distant world cultures', ""Increase in Europe's economic power"", 'Strengthening of the political influence of the middle class']",Decline in the colonization of foreign territories by industrial powers
156,164,world_history,Who led the South American struggle for independence from Spain?,"['Benito Juárez', 'Porfirio Díaz', 'Emiliano Zapata', 'Simón Bolívar', 'Miguel Hidalgo']",Simón Bolívar
157,166,world_history,"After solidifying his control over Russia following civil war in 1918, Lenin's immediate goal was to","['create a new communist government', 'reclaim Russian territory lost in World War I', 'eliminate any remaining political dissidents', 'institute his own totalitarian political regime', 'stabilize the Russian economy']",stabilize the Russian economy
158,167,world_history,Early Vietnamese resistance to the French imperialists who controlled their country was primarily a response to,"['abusive labor practices', 'destructive agricultural policies', 'racially discriminatory governance', 'suppression of native religion', 'violent police tactics']",destructive agricultural policies
159,168,world_history,The city of Great Zimbabwe and the kingdom of Aksum were MOST similar in that both,"['became predominantly Christian societies', 'were located along the banks of the Red Sea', 'were eventually toppled by Muslim invaders', 'thrived on income derived from trade routes', 'incorporated Greek as their primary language']",thrived on income derived from trade routes
160,169,world_history,"During the expansion of the Muslim Empire in the seventh century, all of these were true EXCEPT","['conquered people who converted to Islam were not required to pay a poll tax', 'the ability to read Arabic was highly valued in regions conquered by Muslims', 'pagan members of conquered societies were expected to convert to Islam or face death', 'conquered people of Christian or Jewish faiths were required to submit to military service', 'conquered people who refused to convert to Islam were prevented from spreading their faith']",conquered people of Christian or Jewish faiths were required to submit to military service
161,170,world_history,The native Japanese religion of Shinto is primarily focused on,"['deity worship', 'personal enlightenment', 'ancestral veneration', 'dogmatic occultism', 'penitent self-denial']",ancestral veneration
162,171,world_history,Which of these was NOT true of the spread of Islam in eastern and central Africa?,"['The conversion of Africans to Islam was largely the result of trade.', ""African women readily accepted Islam's traditional attitudes toward women."", 'The elite of the African business community saw conversion as commercially valuable.', 'Many Africans who converted to Islam were allowed to retain some tribal customs.', 'The agricultural population was more reluctant to convert than others.']",African women readily accepted Islam's traditional attitudes toward women.
163,172,world_history,The spread of ancient Greek culture throughout the Mediterranean region was primarily the result of Greece's,"['unique geography', 'military conquests', 'diverse population', 'democratic government', 'economic prosperity']",unique geography
164,173,world_history,"""It is the State which educates its citizens in civic virtue, gives them a consciousness of their mission and welds them into unity."" This quote was most likely spoken by a leader who supported what philosophy of government?","['Republicanism', 'Absolute monarchism', 'Enlightened despotism', 'Fascism', 'Constitutional monarchism']",Fascism
165,174,world_history,The concept of the mandate of heaven provided a rationalization for,"['maintaining strict standards of morality', 'invading and conquering foreign civilizations', 'transferring power from one dynasty to another', 'believing in the moral superiority of the Chinese', 'adopting largely male-dominated gender roles']",transferring power from one dynasty to another
166,175,world_history,The Incan civilization was unique among pre-Columbian civilizations most notably because the Inca,"['used irrigation systems to increase agricultural yield', 'practiced a polytheistic form of religion', 'developed a complex written language', 'expanded their empire through conquest', 'built an advanced system of roads']",built an advanced system of roads
167,176,world_history,"For the majority of the eighteenth century, South Africa was controlled by the","['Dutch', 'English', 'Spanish', 'French', 'Portuguese']",Dutch
168,177,world_history,Fear over the domino theory led the United States to enter which military conflict?,"['World War I', 'World War II', 'Korean War', 'Vietnam War', 'Persian Gulf War']",Vietnam War
169,178,world_history,Which of these Roman authors produced both the Annals and Germania?,"['Cicero', 'Tacitus', 'Virgil', 'Seneca', 'Horace']",Tacitus
170,179,world_history,"Both England and Egypt experienced all of the following as a result of the Industrial Revolution, EXCEPT","['improved communication methods', 'expertise in glassmaking', 'increased levels of foreign trade', 'thriving cotton textile factories', 'commercial agriculture profits']",commercial agriculture profits
171,180,world_history,The earliest significant civilization in Mesoamerica developed around the settlement of,"['Tenochtitlán', 'Cuzco', 'Chichén Itzá', 'Tula', 'Tikal']",Tikal
172,181,world_history,Japan turned to militarism in the 1930s primarily as a result of the,"['series of Chinese threats along the borders', 'belief that democracy had failed', 'desire to retake control of nearby foreign colonies', 'rash of violent civil unrest in the cities', 'desire to be completely isolated from the West']",belief that democracy had failed
173,182,world_history,"In order to restore peace in Europe after the Napoleonic Wars, the Congress of Vienna did all of the following EXCEPT","['formally recognize Swiss independence', 'introduce the German Confederation', 'require France to disband its military', 'create the Kingdom of the Netherlands', 'restore the legitimacy of the monarchy']",require France to disband its military
174,183,world_history,The Later Ly dynasty incorporated many aspects of the Chinese bureaucratic and civil service practices as it established a new centralized form of government in present-day,"['Vietnam', 'Cambodia', 'Korea', 'Thailand', 'Laos']",Vietnam
175,185,world_history,"During his reign, Alexander the Great conquered all of the following EXCEPT","['Syria', 'Egypt', 'Mesopotamia', 'India', 'Asia Minor']",India
176,186,world_history,The Maoist version of communism practiced in China during the 1950s and 1960s differed from the concurrent Soviet version of communism in that it,"['promoted a peaceful coexistence with capitalist countries', 'viewed the proletariat as a nation rather than a class', 'favored the redistribution of wealth among the peasantry', 'advocated the censorship of artistic and literary endeavors', 'espoused the value of state-run agricultural programs']",viewed the proletariat as a nation rather than a class
177,187,world_history,Which civilization's code of law was written in the Twelve Tables?,"['Greece', 'Egypt', 'England', 'France', 'Rome']",Rome
178,188,world_history,Which of these BEST describes the Taiping Rebellion?,"['National uprising against imperialist rule', 'Militant communist insurgency', 'Battle for dynastic control of China', 'Religious and political civil war', 'Revolt against the Mongol occupation']",Religious and political civil war
179,189,world_history,"Among the Bantu-speaking peoples of Africa, the term griots referred to","['leaders', 'storytellers', 'priests', 'warriors', 'slaves']",storytellers
180,190,world_history,The navigator Ferdinand Magellan is most famous for,"['leading the first expedition around the Cape of Good Hope', 'being the first European to reach the Pacific Ocean', 'leading the first attempt to locate the Northwest Passage', 'making the first landing in the New World', 'being the first person to circumnavigate the globe']",being the first person to circumnavigate the globe
181,191,world_history,Which of these BEST describes the Mensheviks and the Bolsheviks in early-twentieth-century Russia?,"['The Mensheviks believed in working with the bourgeois, while the Bolsheviks believed in immediate revolution against them.', 'The Mensheviks supported an elitist political system, while the Bolsheviks supported a more inclusionary approach.', 'The Mensheviks favored an altered form of Marxism, while the Bolsheviks favored pure Marxism.', 'The Mensheviks were a proactively radical political group, while the Bolsheviks were comparatively reactionary in approach.', ""The Mensheviks supported Russia's involvement in World War I, while the Bolsheviks were against it.""]","The Mensheviks believed in working with the bourgeois, while the Bolsheviks believed in immediate revolution against them."
182,192,world_history,"In the mid-1800s, the southeastern port of Singapore was controlled by the","['Dutch', 'French', 'Germans', 'British', 'United States']",British
183,193,world_history,The campaign for Mexican independence from Spain was different from other political revolts in the Americas in that it was,"['diplomatic in nature and did not involve violence', 'ultimately decided by events in Europe', 'started by mestizos instead of the Creole class', 'undertaken to install a new monarchy', 'conducted with the help of other nearby countries']",started by mestizos instead of the Creole class
184,194,world_history,The signing of the Treaty of Tordesillas served to,"['end hostilities in the Spanish Civil War and affirm nationalist control', 'grant Spain exclusive rights to all land discovered in the New World', 'free the colony of Brazil from Spanish imperial governance', 'formally and permanently abolish the Spanish Inquisition', 'establish a trade agreement between Spain and the United States']",grant Spain exclusive rights to all land discovered in the New World
185,195,world_history,"""Whose government is unostentatious, quite unostentatious, his people will be prosperous, quite prosperous. Whose government is prying, quite prying, his people will be needy, quite needy."" The above quotation reflects the central view of government espoused by which spiritual philosophy?","['Confucianism', 'Buddhism', 'Legalism', 'Shintoism', 'Daoism']",Daoism
186,196,world_history,From which region did the cuneiform method of writing emerge?,"['Egypt', 'Mesoamerica', 'India', 'Mesopotamia', 'China']",Mesopotamia
187,197,world_history,The African kingdom of Ghana fell into decline during the eleventh century primarily as a result of,"['invasion by foreign conquerors', 'internal political strife', 'poor agricultural practices', 'weak government leadership', 'violent religious disputes']",invasion by foreign conquerors
188,198,world_history,"In 1935, Italian forces under the command of Benito Mussolini invaded the nation of","['Somalia', 'Ethiopia', 'Egypt', 'Libya', 'Nigeria']",Ethiopia
189,199,world_history,Which crop's cultivation led to the rise of the Khmer Empire in the region known today as Cambodia?,"['Tea', 'Opium', 'Rice', 'Sugar', 'Corn']",Rice
190,200,world_history,What was the primary reason Russia ended its involvement in World War I?,"['The population devastation wrought by massive casualties', 'The diplomatic agreement signed with Germany for territory in East Europe', 'The adversarial nature of the relationship with the French and British allies', 'The internal political dissent against the czarist government', 'The severe economic strain placed on the country by its war efforts']",The internal political dissent against the czarist government
191,201,world_history,All of these emerged during the reign of the Gupta Empire in India EXCEPT,"['funerary custom of sati', 'common Arabic numeral system', 'Sanskrit poems of Kalidasa', ""discovery of Earth's circumference"", 'tradition of viewing cows as sacred']",tradition of viewing cows as sacred
192,202,world_history,The ancient African city of Meroe became a major trading center between 250 BCE and 150 CE due to production of,"['gold', 'spices', 'iron', 'silver', 'grains']",iron
193,203,world_history,All of the following were true of the Roman army EXCEPT,"['all citizens who owned land were expected to serve in the army', 'each army legion consisted of several thousand foot soldiers', 'the government was responsible for providing the army with weapons', 'every army legion was complemented with a regiment of cavalry', 'all peoples allied with Rome were required to provide army troops']",the government was responsible for providing the army with weapons
194,204,world_history,"In the eighteenth century, Prussia rose to prominence under the leadership of the","['Hapsburgs', 'Bourbons', 'Romanovs', 'Hohenzollerns', 'Carolingians']",Hohenzollerns
195,205,world_history,The culture of the Bantu people evolved and spread throughout Africa primarily as a result of,"['warfare', 'trade', 'migration', 'agriculture', 'religion']",migration
196,206,world_history,Which of these BEST describes parallel descent as it was practiced by the Inca in the sixteenth century?,"['Males inherited separately from the mother and father.', 'Males inherited from the father, while females inherited from the mother.', 'Males inherited from the mother and father, while female were not eligible to inherit.', 'Females inherited from the mother and father, while males were not eligible to inherit.', 'Females inherited only monetary wealth and not land or property.']","Males inherited from the father, while females inherited from the mother."
197,207,world_history,Which issue did the 1997 Kyoto Protocol address?,"['Nuclear disarmament', 'World poverty', 'Energy crisis', 'Global warming', 'Water shortage']",Global warming
198,208,world_history,The Korean and Vietnam wars of the twentieth century were MOST similar in that they,"['produced significant territorial gains for communist forces', 'ended with the establishment of a neutral demilitarized zone', 'resulted from a desire to prevent the spread of communism', 'originated in nationalistic fervor to be free of colonial control', 'broke out as a result of invasions of democratic territories']",resulted from a desire to prevent the spread of communism
199,209,world_history,"After being installed as dictator, Julius Caesar did all of the following EXCEPT","['declared himself a monarch', 'established a new solar calendar', 'decreased the power of the Senate', 'granted citizenship to inhabitants of provinces', 'offered public land to soldiers who had served him']",declared himself a monarch
200,210,world_history,"When Spanish conquistadors entered South America in the 1500s, they were able to conquer the Inca with relative ease because of the Inca's weakness from","['natural disasters', 'famine', 'disease', 'prior invasion', 'civil war']",civil war
201,211,world_history,Which of these was true of both Sparta and Athens?,"['They were democratic governments.', 'They denied female participation in politics.', 'They made significant contributions to the arts.', 'They prohibited the use of gold and silver.', 'They required all men to serve in the military.']",They denied female participation in politics.
202,212,world_history,The overthrow of the Qing dynasty in China in 1912 was primarily the result of,"['severe governmental oppression', 'excessive taxation of imports', 'rising nationalistic sentiment', 'increased foreign pressure', 'widespread poverty and famine']",rising nationalistic sentiment
203,213,world_history,"In the 1500s, which Southeast Asian nation was a Spanish colony that helped facilitate trade with Mexico?","['Burma', 'Indonesia', 'Siam', 'Vietnam', 'Philippines']",Philippines
204,214,world_history,The collapse of the Carolingian dynasty in the 800s quickly led to the,"['rise of European nation-states', 'introduction of the feudal system', 'beginning of the Renaissance', 'establishment of the Protestant church', 'onset of widespread industrialization']",introduction of the feudal system
205,215,world_history,Lutheranism and Calvinism were LEAST similar in regard to views on the,"['degree of corruption in the Roman Catholic Church', 'importance of religion in everyday life', 'sale of indulgences', 'ability of individuals to affect their fate', 'importance of celibacy outside marriage']",ability of individuals to affect their fate
206,216,world_history,With which statement would an adherent to the philosophy of cynicism be MOST likely to agree?,"['All human beings are part of a common brotherhood.', 'Inner peace can be found by seeking pleasure and avoiding pain.', 'Individuals have an inherent responsibility to help others.', 'Life should be lived simply and without material attachments.', 'Conducting oneself virtuously is the key to living a good life.']",Life should be lived simply and without material attachments.
207,217,world_history,"The world peacekeeping organization known as the League of Nations and its successor, the United Nations, are MOST different in that the","['League of Nations originated with many more nations', 'League of Nations excluded the nations it viewed as troublesome', 'United Nations formed a military division to enforce its policies', 'United Nations was founded to help bring an end to an active war', 'League of Nations included several separate administrative bodies']",United Nations formed a military division to enforce its policies
208,218,world_history,In 1521 Hernán Cortés led the Spanish conquest of which Mesoamerican culture?,"['Aztec', 'Inca', 'Olmec', 'Maya', 'Toltec']",Aztec
209,219,world_history,"""Wild and blasphemous ideas of God are formed because man has wandered away from the unchangeable laws of science, and the right use of reason; and because something called revealed religion was invented."" The above statement MOST reflects the ideology of which intellectual movement?","['Humanism', 'Materialism', 'Deism', 'Utilitarianism', 'Idealism']",Deism
210,220,world_history,The Greater East Asia Co-Prosperity Sphere was primarily designed by Japan to,"['end Japanese reliance on Western support', 'limit the spread of communism in Asia', 'free Asian nations from imperial control', 'establish its own empire throughout Asia', 'secure an adequate supply of raw materials']",secure an adequate supply of raw materials
211,221,world_history,The Greek philosopher who developed a teaching methodology based on systematic questioning was,"['Aristotle', 'Epicurus', 'Plato', 'Democritus', 'Socrates']",Socrates
212,222,world_history,"While they controlled China, the Mongols were unsuccessful in their attempts to extend their empire into Southeast Asia primarily because","['their incursions were met with heavy resistance', 'the terrain was too difficult to navigate', 'they lacked the manpower to overcome local forces', 'the regional climate was extremely inhospitable', 'they had insufficient resources for long campaigns']",the regional climate was extremely inhospitable
213,223,world_history,The written language of the Mycenaeans was based on that of the,"['Minoans', 'Phoenicians', 'Babylonians', 'Hittites', 'Assyrians']",Minoans
214,224,world_history,Which of these BEST describes the type of protectorate commonly found in imperial-controlled Africa?,"['A region directly controlled by a foreign power', 'A region considered an administrative subdivision of another country', 'A region allowed to maintain its government while under imperial control', 'A region controlled by a private business instead of a foreign government', 'A region over which another nation holds exclusive trade rights']",A region allowed to maintain its government while under imperial control
215,225,world_history,Which of these does NOT accurately describe a similarity between the peoples of ancient Egypt and the Indus River valley?,"['They practiced polytheistic religion.', 'They drove out a foreign occupation force.', 'They developed a stratified social structure.', 'They made significant architectural advances.', 'They depended on agriculture for survival.']",They drove out a foreign occupation force.
216,226,world_history,"During their conquest of Mesoamerica, the Spaniards utilized the encomienda system, which allowed them to","['compel the natives out of settlements and off the land', 'require the natives to pledge allegiance under penalty of death', ""pay the natives to fight on Spain's behalf"", 'require the natives pay tribute and perform labor', 'encourage mass migration of the native peoples']",require the natives pay tribute and perform labor
217,227,world_history,Which of these was the most important point of agreement between Woodrow Wilson's Fourteen Points and the Treaty of Versailles?,"['Germany should relinquish control of its African colonies.', 'An international peacekeeping organization should be established.', 'Trade barriers between nations should be reduced.', 'Germany should be forced to accept full responsibility for the war.', 'Freedom of the seas should be guaranteed in both peace and wartime.']",An international peacekeeping organization should be established.
218,228,world_history,The separation of the Shia sect of Islam from the larger Sunni sect was primarily the result of disputes over the,"['treatment of women in Muslim society', 'differing interpretations of the Koran', 'Umayyad preoccupation with wealth acquisition', 'trade practices with nearby cultures', 'line of succession following the death of Muhammad']",line of succession following the death of Muhammad
219,229,world_history,Which factor contributed the MOST to the rise of the Fascist Party under Benito Mussolini in Italy?,"['Increased sense of nationalism among Italians', 'Oppressive policies of the existing Italian government', ""Frustration with Italy's lack of territorial gains after World War I"", 'Widespread opposition to Italian monarch Victor Emmanuel III', 'Concern over the fragile state of international relations in Europe']",Frustration with Italy's lack of territorial gains after World War I
220,230,world_history,Which of these was NOT true of the Han dynasty?,"['It engaged in extensive trade with Europe.', 'It introduced the civil service examination.', 'It began early construction on the Great Wall.', 'It created roads and canals to improve transportation.', 'It funded bureaucracy and army through taxes.']",It began early construction on the Great Wall.
221,231,world_history,What was the major goal of the Concert of Europe?,"['To redraw the boundaries of Europe after World War I', 'To restrict the spread of communism to Eastern Europe', 'To prevent future revolutions by maintaining the status quo', 'To establish new nation-states after the fall of the Roman Empire', 'To develop continental trade relationships and business partnerships']",To prevent future revolutions by maintaining the status quo
222,232,world_history,What inference can BEST be made from the information in the chart shown?,"['Slavic languages strongly influenced the development of the English language.', 'The Roman occupation of England significantly influenced the development of the English language.', 'The English language developed through a blend of Germanic, French, and Greek influences.', 'The classical languages strongly influenced the development of both English and French.', 'The English language primarily developed during the Middle Ages and the Renaissance.']",The Roman occupation of England significantly influenced the development of the English language.
223,233,world_history,Why did the government installed in South Vietnam in 1954 by France and the United States ultimately fail?,"['The government was corrupt and unpopular with the Vietnamese people.', ""The Vietnamese people preferred Ho Chi Minh's communist regime."", 'The Vietnamese people distrusted the government because of its French backing.', 'The government was unable to procure the resources necessary for independent existence.', ""The Vietnamese people were angered by the government's communist policies.""]",The government was corrupt and unpopular with the Vietnamese people.
224,234,world_history,In which way were the ancient Chinese philosophies of Confucianism and legalism MOST similar?,"['They divided educational standards by class.', 'They emphasized the importance of strong government.', 'They promoted respect and reverence of elders.', 'They emphasized life in harmony with the natural world.', 'They discouraged most independence of thought.']",They emphasized the importance of strong government.
225,235,world_history,The concept of humanism was a key characteristic of the,"['Enlightenment', 'Protestant Reformation', 'Renaissance', 'Scientific Revolution', 'Impressionism movement']",Renaissance
226,236,world_history,"The Petition of Right, which was drafted in 1628, attempted to restrict Charles I from doing any of the following EXCEPT","['requiring citizens to quarter soldiers in their homes', 'declaring martial law during peacetime', 'enacting taxes without parliamentary approval', 'suspending a law passed by Parliament', 'imprisoning people without regard to due cause']",suspending a law passed by Parliament
227,237,world_history,The concept of a state ruled by philosophers and built on a structure of class divisions determined by intelligence was most strongly supported by,"['Aristotle', 'Euclid', 'Plato', 'Pythagoras', 'Socrates']",Plato
228,238,world_history,"Which of the following is the most important aspect of the samurai code of conduct, known as the bushido?","['Loyalty to the feudal lord', 'Preservation of personal honor', 'Protection of the emperor', 'Defense of territory', 'Acceptance of death']",Loyalty to the feudal lord
229,239,world_history,"""It has been thought a considerable advance towards establishing the principles of Freedom to say that Government is a compact between those who govern and those who are governed; but this cannot be true, because it is putting the effect before the cause; for as man must have existed before governments existed, there necessarily was a time when governments did not exist, and consequently there could originally exist no governors to form such a compact with. The fact, therefore, must be that the individuals, themselves, each, in his own personal and sovereign right, entered into a compact with each other to produce a government: and this is the only mode in which governments have a right to arise, and the only principle on which they have a right to exist."" The text above was part of a pamphlet written in support of which of the following?","['Russian Revolution', 'Velvet Revolution', 'Haitian Revolution', 'Glorious Revolution', 'French Revolution']",French Revolution
230,240,world_history,Chinese trade during the Song dynasty was most strongly influenced by the,"['restoration of centralized governance', 'invention of the magnetic compass', 'enactment of the Confucian civil service system', 'building of the Grand Canal', 'diffusion of Buddhism across China']",invention of the magnetic compass
231,241,world_history,The political theories of communism and fascism share all of the following tenets EXCEPT,"['adherence to single-party rule', 'loyalty to the state', 'opposition to social democracy', 'dissolution of social classes', 'support of dictatorial leadership']",dissolution of social classes
232,242,world_history,Which of the following is the most direct cause of World War I?,"['Invasion of Poland', 'Formation of the Triple Alliance', 'Annexation of Bosnia', 'Onset of the Russian Revolution', 'Assassination of Franz Ferdinand']",Assassination of Franz Ferdinand
233,243,world_history,Which of the following was made clearer to modern scholars after the discovery of the Rosetta stone in 1798?,"['Laws of ancient Mesopotamia', 'Origins of Hinduism', 'Written language of ancient Egyptians', 'Trading practices of Sumerian society', 'Agricultural methods of ancient China']",Written language of ancient Egyptians
234,245,world_history,"""We shall not flag or fail. We shall go on to the end. We shall fight in France, we shall fight on the seas and oceans, we shall fight with growing confidence and growing strength in the air, we shall defend our island, whatever the cost may be. We shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills; we shall never surrender."" The quotation above referenced the hard fighting in which of the following wars?","['World War I', 'World War II', 'Korean War', 'First Balkan War', 'Six-Day War']",World War II
235,246,world_history,All of the following are true about the people of ancient Mali EXCEPT,"['they built their wealth through gold and trade', 'they established Timbuktu as a major city', 'they were sometimes ruled by Muslim leaders', 'they organized villages on the basis of kinship', 'they relied on a strong governmental system']",they organized villages on the basis of kinship
236,247,world_history,The creation story contained in the Popol Vuh was written by the,"['Aztec', 'Inca', 'Maya', 'Olmec', 'Toltec']",Maya
237,248,world_history,British imperialism in India resulted in all of the following EXCEPT,"['enactment of restrictive trading policies', 'increased productivity in native industries', 'improved medical care and sanitation', 'increased exportation of raw materials', 'expansion of the transportation system']",increased productivity in native industries
238,249,world_history,"The Mongolian occupation of China, which occurred during the thirteenth and fourteenth centuries, improved China's economic stability by","['decreasing taxes on imported goods', 'leading to an extension of the Grand Canal', 'decentralizing the Chinese government', 'encouraging Chinese industrialization', 'making travel on trading routes safer']",making travel on trading routes safer
239,250,world_history,Which factor played an important role in the escalations of both the French and Russian revolutions?,"['Rise of industrialization', 'Oppressive monarchical rule', 'Previously failed uprisings', 'Influence of communism', ""Demand for women's rights""]",Oppressive monarchical rule
240,251,world_history,Which of the following answers lists the wars in the correct chronological order?,"[""Thirty Years' War, Crimean War, Boer War, Hundred Years' War"", ""Crimean War, Hundred Years' War, Boer War, Thirty Years' War"", ""Hundred Years' War, Thirty Years' War, Crimean War, Boer War"", ""Boer War, Crimean War, Hundred Years' War, Thirty Years' War"", ""Hundred Years' War, Boer War, Thirty Years' War, Crimean War""]","Hundred Years' War, Thirty Years' War, Crimean War, Boer War"
241,253,world_history,Which of the following would a believer in legalism LEAST LIKELY support?,"['Strong family values', 'Loyalty to rulers', 'Equal access to education', 'Submission to state policy', 'Censorship of media']",Equal access to education
242,254,world_history,"""What the bourgeoisie, therefore, produces, above all, is its own grave-diggers. Its fall and the victory of the proletariat are equally inevitable."" The statement above MOST clearly reflects a major tenet of which political philosophy?","['Communism', 'Democracy', 'Fascism', 'Theocracy', 'Totalitarianism']",Communism
243,255,world_history,"""However well educated and clever a native might be, andhowever brave he may prove himself, I believe that no rank wecan bestow on him would cause him to be considered an equalof the British officer."" —Lord Kitchener, British military commander in India This statement supports which of the following generalizationsabout colonial powers and the native populations they govern?","['Colonial powers usually controlled native populations primarily through military force.', 'Colonial powers often viewed themselves as racially superior to native populations.', 'Colonial powers tended to use native populations to bolster their military strength.', 'Colonial powers were needed to help govern less capable native populations.', 'Colonial powers encouraged native populations to improve their individual statuses.']",Colonial powers often viewed themselves as racially superior to native populations.
244,256,world_history,The United Nations deployed an international military force in South Korea in 1950 primarily because,"['North Korea threatened to launch a nuclear attack against South Korea', 'North Korean and Chinese ships attacked South Korean ships in the Yellow Sea', 'North Korean troops had crossed the 38th parallel into South Korean territory', 'North Korea acquired nuclear weapons from the Soviet Union', 'North Korea was on the verge of overthrowing the South Korean government']",North Korean troops had crossed the 38th parallel into South Korean territory
245,257,world_history,"According to the traditional Hindu caste system, an unskilled worker would be considered part of which class?","['Brahmans', 'Harijans', 'Kshatriya', 'Shudra', 'Vaishya']",Shudra
246,258,world_history,Ho Chi Minh returned to Vietnam in 1941 and founded the Vietminh in response to a crisis primarily concerning,"['increasing communist influence in Vietnam', 'American militarization of South Vietnam', 'the dictatorial leadership of Ngo Dinh Diem', 'French colonial control over Vietnam', 'the geopolitical division of North and South Vietnam']",French colonial control over Vietnam
247,260,world_history,Which of the following occurred during the New Kingdom period of ancient Egyptian history?,"['Reign of the pharaoh Khafra', 'Carving of the Rosetta stone', 'Building of the pyramids', 'Expulsion of the Hyksos', 'Construction of the Sphinx']",Expulsion of the Hyksos
248,261,world_history,Which of the following was true of both the Kush and the Bantu-speaking people of ancient Africa?,"['Both modeled their forms of leadership after the ancient Egyptians.', 'Both developed ironworking to make iron-tipped weapons and tools.', 'Both began as migratory cultures that eventually settled in a single region.', 'Both spread their languages throughout Africa through cultural intermarriage.', 'Both were chiefly agrarian and relied on farming and raising animals.']",Both developed ironworking to make iron-tipped weapons and tools.
249,262,world_history,The Battle of Trafalgar was a key naval victory for the British in their war against,"['Austria-Hungary', 'France', 'Germany', 'Portugal', 'Spain']",France
250,263,world_history,All of the following are true about the Inca civilization EXCEPT,"['they used a system of parallel descent in which daughters inherited from their mothers and sons from their fathers', 'they demanded that neighboring communities pay them tributes as a means of funding their imperial expansion', 'they believed that their ruler was a god that descended from the sun and that his main wife represented the moon', 'they allowed conquered communities to retain their individual culture and local leaders in return for allegiance to the empire', 'they performed most of their sacrifices using animals like llamas or guinea pigs instead of humans']",they demanded that neighboring communities pay them tributes as a means of funding their imperial expansion
251,264,world_history,"The Taj Mahal in Agra, India, was originally built to serve as a","['fortress', 'monastery', 'mosque', 'palace', 'tomb']",tomb
252,265,world_history,"During the Punic Wars, Rome fought in three separate campaigns against the","['Carthaginians', 'Gauls', 'Illyrians', 'Macedonians', 'Samnites']",Carthaginians
253,267,world_history,Which country did Britain establish in Asia before India earned its independence in 1947?,"['Afghanistan', 'Bangladesh', 'Pakistan', 'Nepal', 'Turkmenistan']",Pakistan
254,268,world_history,All of the following were factors in the decline of both the Roman Empire and the Han dynasty EXCEPT,"['difficulty with governmental administration due to their large size', 'violence from political resistance groups within their borders', 'poor agricultural yield, famine, and rapidly spreading epidemics', 'barbarian invasions along their borders that negatively affected trading', 'division by generals who attempted to seize power and proclaim themselves emperor']",violence from political resistance groups within their borders
255,269,world_history,"In the nineteenth century, which region of colonial Southeast Asia was an independent nation that served as a ""buffer zone"" between other imperially governed states?","['Burma', 'Singapore', 'Borneo', 'Sumatra', 'Siam']",Siam
256,270,world_history,The city of Great Zimbabwe rose to prominence during the thirteenth century primarily as a result of its,"['possession of working gold mines', 'strong agricultural economy', 'widespread military conquests', 'control of a key trading route', 'political ties to the Roman Empire']",control of a key trading route
